COMMON_NAME,audio,image,link
Kauai elepaio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Kauai_Elepaio_c_Jim_Denny_IBC.jpg?itok=8aXUbYAQ,https://www.hbw.com/species/kauai-elepaio-chasiempis-sclateri#Taxonomy
Kelp gull,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/bagre.jpg?itok=ZeT0hYC7,https://www.hbw.com/species/kelp-gull-larus-dominicanus#Taxonomy
Key West quail-dove,no image,no link
Kioea,no image,no link
Kittlitzs murrelet,no image,no link
Kona grosbeak,no image,https://www.hbw.com/species/kona-grosbeak-chloridops-kona#Descriptive_notes
La Sagras flycatcher,no image,no link
Lanai hookbill,no image,https://www.hbw.com/species/lanai-hookbill-dysmorodrepanis-munroi#Descriptive_notes
Lanceolated warbler,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7163_trasksangare_locustella_lanceolata_bleckasen_jamtland_20110711_1_1200.jpg?itok=mHn1v_A-,https://www.hbw.com/species/lanceolated-warbler-locustella-lanceolata#Taxonomy
Large-billed tern,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Phaetusa_simplex__MG_2888.JPG?itok=6R6FzsHq,https://www.hbw.com/species/large-billed-tern-phaetusa-simplex#Taxonomy
Lavender waxbill,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/10-Lavender-Waxbill.jpg?itok=ZIEzhSRS,https://www.hbw.com/species/lavender-waxbill-estrilda-coerulescens#Taxonomy
Laysan finch,no image,https://www.hbw.com/species/laysan-finch-telespiza-cantans#Taxonomy
Laysan honeycreeper,no image,https://www.hbw.com/species/laysan-honeycreeper-himatione-fraithii#Descriptive_notes
Laysan rail,no image,https://www.hbw.com/species/laysan-rail-zapornia-palmeri#Descriptive_notes
