COMMON_NAME,audio,image,link
Adelaide's warbler,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Adelaides_warbler.jpg?itok=Q7Wr34N7,https://www.hbw.com/species/adelaides-warbler-setophaga-adelaidae#Taxonomy
Audubon's shearwater,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/audubonsshearwater_undflt_nsmyrna_fl_9_25_16_a_am8i8675.jpg?itok=1FJCpvLe,https://www.hbw.com/species/audubons-shearwater-puffinus-lherminieri#Taxonomy
Bachman's sparrow,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/bachmanssparrow_peer_tree_oken_ga_3_10_16_A_A61T1797.jpg?itok=mXRRXsaj,https://www.hbw.com/species/bachmans-sparrow-peucaea-aestivalis#Taxonomy
Bachman's warbler,no image,https://www.hbw.com/species/bachmans-warbler-vermivora-bachmanii#Taxonomy
Belcher's gull,no image,no link
Bishop's oo,no image,https://www.hbw.com/species/bishops-oo-moho-bishopi#Descriptive_notes
Blyth's reed warbler,no image,no link
Bryan's shearwater,no image,https://www.hbw.com/species/bryans-shearwater-puffinus-bryani#Taxonomy
Buller's shearwater,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_8256.jpg?itok=CmjMWxXT,https://www.hbw.com/species/bullers-shearwater-ardenna-bulleri#Taxonomy
Bulwer's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/petrel_de_bulwer1a.jpg?itok=g9xsYq9A,https://www.hbw.com/species/bulwers-petrel-bulweria-bulwerii#Taxonomy
Cook's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/E7D_0706A.jpg?itok=MNp7cGZM,https://www.hbw.com/species/cooks-petrel-pterodroma-cookii#Taxonomy
Cory's shearwater,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_1171.jpg?itok=W1rDvNaJ,https://www.hbw.com/species/corys-shearwater-calonectris-borealis#Taxonomy
Craveri's murrelet,no image,https://www.hbw.com/species/craveris-murrelet-synthliboramphus-craveri#Taxonomy
Erckel's francolin,no image,no link
Fea's petrel,no image,no link
Jouanin's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/3899_Bulweria_fallax_Jouanins_Petrel_Salalah_Pelagic_Oman_2012_JG_klein.jpg?itok=hQJG49f9,https://www.hbw.com/species/jouanins-petrel-bulweria-fallax#Taxonomy
Kittlitz's murrelet,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Kittlitzs_Murrelet_02_06_06_04.jpg?itok=_aCXyNYM,https://www.hbw.com/species/kittlitzs-murrelet-brachyramphus-brevirostris#Taxonomy
La Sagra's flycatcher,no image,no link
McKay's bunting,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/McKays_Bunting_b_03_30_05_04.jpg?itok=U2czRrBA,https://www.hbw.com/species/mckays-bunting-plectrophenax-hyperboreus#Taxonomy
Murphy's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Pterodroma_ultima_VEU.Imagen_fija003_0.jpg?itok=U7gFnIpX,https://www.hbw.com/species/murphys-petrel-pterodroma-ultima#Taxonomy
Newell's shearwater,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/acr_7558.jpg?itok=6FzJcXJd,https://www.hbw.com/species/newells-shearwater-puffinus-newelli#Taxonomy
Nutting's flycatcher,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/nuttings_flycatcher_dusan_brinkhuizen_ibc.jpg?itok=JIe-oJS9,https://www.hbw.com/species/nuttings-flycatcher-myiarchus-nuttingi#Taxonomy
Pallas's leaf warbler,no image,no link
Pallas's rosefinch,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_8464_f.jpg?itok=aJ8SahQq,https://www.hbw.com/species/pallass-rosefinch-carpodacus-roseus#Taxonomy
Salvin's albatross,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_4054.jpg?itok=C76RWcJc,https://www.hbw.com/species/salvins-albatross-thalassarche-salvini#Taxonomy
Scripps's murrelet,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/xamu.jpg?itok=nmF4DUwF,https://www.hbw.com/species/scrippss-murrelet-synthliboramphus-scrippsi#Taxonomy
Stejneger's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/stejnegers_petrel_8.jpg?itok=nbLMp_xF,https://www.hbw.com/species/stejnegers-petrel-pterodroma-longirostris#Taxonomy
Temminck's stint,no image,no link
Townsend's shearwater,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/TOSH1.jpg?itok=nBgFt29I,https://www.hbw.com/species/townsends-shearwater-puffinus-auricularis#Taxonomy
Virginia's warbler,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Vermivora_virginiae_2JH.jpg?itok=-Liu8axy,https://www.hbw.com/species/virginias-warbler-leiothlypis-virginiae#Taxonomy
Worthen's sparrow,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/WOSPa.jpg?itok=ZzZjifCb,https://www.hbw.com/species/worthens-sparrow-spizella-wortheni#Taxonomy
Xantus's hummingbird,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/xantuss_hummingbird.jpg?itok=9Qrlt_ZJ,https://www.hbw.com/species/xantuss-hummingbird-basilinna-xantusii#Taxonomy
Zino's petrel,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/zinos_f.jpg?itok=8kmZbiRV,https://www.hbw.com/species/zinos-petrel-pterodroma-madeira#Taxonomy
