African stonechat,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Saxicola_torquatus_-South_Africa_-male-8_%283%29.jpg/220px-Saxicola_torquatus_-South_Africa_-male-8_%283%29.jpg,https://en.wikipedia.org/wiki/African_stonechat
Asian brown flycatcher,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Asian_Brown_Flycatcher_%28Muscicapa_dauurica%29_at_Periyar_National_Park.jpg/240px-Asian_Brown_Flycatcher_%28Muscicapa_dauurica%29_at_Periyar_National_Park.jpg,https://en.wikipedia.org/wiki/Asian_brown_flycatcher
Bananaquit,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bananaquits.jpg/220px-Bananaquits.jpg,https://en.wikipedia.org/wiki/Bananaquit
African stonechat,//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Saxicola_torquatus_-South_Africa_-male-8_%283%29.jpg/220px-Saxicola_torquatus_-South_Africa_-male-8_%283%29.jpg,https://en.wikipedia.org/wiki/African_stonechat
Asian brown flycatcher,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Asian_Brown_Flycatcher_%28Muscicapa_dauurica%29_at_Periyar_National_Park.jpg/240px-Asian_Brown_Flycatcher_%28Muscicapa_dauurica%29_at_Periyar_National_Park.jpg,https://en.wikipedia.org/wiki/Asian_brown_flycatcher
Bananaquit,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bananaquits.jpg/220px-Bananaquits.jpg,https://en.wikipedia.org/wiki/Bananaquit
Barolo shearwater,no image,https://en.wikipedia.org/wiki/Barolo_shearwater
Black francolin,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Black_Francolin.jpg/220px-Black_Francolin.jpg,https://en.wikipedia.org/wiki/Black_francolin
Black kite,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Schwarzmilan.jpg/220px-Schwarzmilan.jpg,https://en.wikipedia.org/wiki/Black_kite
Blue mockingbird,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Blue_Mockingbird.jpg/220px-Blue_Mockingbird.jpg,https://en.wikipedia.org/wiki/Blue_mockingbird
Brambling,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fringilla_montifringilla_-Poland_-male-8.jpg/220px-Fringilla_montifringilla_-Poland_-male-8.jpg,https://en.wikipedia.org/wiki/Brambling
Budgerigar,no image,https://en.wikipedia.org/wiki/Budgerigar
Cape Verde shearwater,no image,https://en.wikipedia.org/wiki/Cape_Verde_shearwater
Cinnamon hummingbird,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cinnamon_Hummingbird_-_Mexico_S4E8524.jpg/220px-Cinnamon_Hummingbird_-_Mexico_S4E8524.jpg,https://en.wikipedia.org/wiki/Cinnamon_hummingbird
Common black hawk,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Common_black-hawk_%28Buteogallus_anthracinus_gundlachii%29.JPG/220px-Common_black-hawk_%28Buteogallus_anthracinus_gundlachii%29.JPG,https://en.wikipedia.org/wiki/Common_black_hawk
Common hill myna,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Gracula_religiosa_robusta-01.JPG/220px-Gracula_religiosa_robusta-01.JPG,https://en.wikipedia.org/wiki/Common_hill_myna
Common myna,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Indian_Myna.JPG/220px-Indian_Myna.JPG,https://en.wikipedia.org/wiki/Common_myna
Common ringed plover,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Charadrius_hiaticula_tundrae_Varanger.jpg/220px-Charadrius_hiaticula_tundrae_Varanger.jpg,https://en.wikipedia.org/wiki/Common_ringed_plover
Corn crake,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Corncrake2.jpg/220px-Corncrake2.jpg,https://en.wikipedia.org/wiki/Corn_crake
Crowned slaty flycatcher,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Griseotyrannus_aurantioatrocristatus_-_Crowned_slaty_flycatcher.JPG/220px-Griseotyrannus_aurantioatrocristatus_-_Crowned_slaty_flycatcher.JPG,https://en.wikipedia.org/wiki/Crowned_slaty_flycatcher
Eastern yellow wagtail,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Motacilla_tschutschensis%2C_Tomohon%2C_North_Sulawesi.jpg/220px-Motacilla_tschutschensis%2C_Tomohon%2C_North_Sulawesi.jpg,https://en.wikipedia.org/wiki/Eastern_yellow_wagtail
Eurasian coot,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Fulica_atra%2C_Bl%C3%A4sshuhn_am_Adenauer-Weiher.jpg/220px-Fulica_atra%2C_Bl%C3%A4sshuhn_am_Adenauer-Weiher.jpg,https://en.wikipedia.org/wiki/Eurasian_coot
Far Eastern curlew,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Far_Eastern_Curlew_cairns_RWD2.jpg/220px-Far_Eastern_Curlew_cairns_RWD2.jpg,https://en.wikipedia.org/wiki/Far_Eastern_curlew
