SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR
Cercotrichas sp.,scrub-robin sp.,scrub-1,spuh,23403.0188,,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus fulicatus,Indian Robin,indrob1,species,23403.0189,INRO,COFU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus saularis,Oriental Magpie-Robin,magrob,species,23403.0195,ORMR OMRO,COSA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus saularis [saularis Group],Oriental Magpie-Robin (Oriental),orimar1,issf,23403.01953,ORMR OMRO,COSA,,Passeriformes,Old World Flycatchers,Muscicapidae,magrob,,
Copsychus saularis [amoenus Group],Oriental Magpie-Robin (Black),orimar2,issf,23403.01956,ORMR OMRO,COSA,,Passeriformes,Old World Flycatchers,Muscicapidae,magrob,,
Copsychus pyrropygus,Rufous-tailed Shama,rutsha2,species,23403.0212,RTSH,COPY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus albospecularis,Madagascar Magpie-Robin,mamrob1,species,23403.0213,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus albospecularis albospecularis,Madagascar Magpie-Robin (Black-bellied),madmar1,issf,23403.0214,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,
Copsychus albospecularis inexspectatus,Madagascar Magpie-Robin (White-bellied),madmar2,issf,23403.0215,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,
Copsychus albospecularis pica,Madagascar Magpie-Robin (White-winged),madmar3,issf,23403.0216,MMRO MAMR,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,mamrob1,,
Copsychus sechellarum,Seychelles Magpie-Robin,semrob1,species,23403.0218,SMRO SEMR,COSE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus mindanensis,Philippine Magpie-Robin,phimar1,species,23403.0219,PHMR PMRO,COMI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus malabaricus,White-rumped Shama,whrsha,species,23403.022,WRCS,COMA,WRSH,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus malabaricus [malabaricus Group],White-rumped Shama (White-rumped),whrsha1,issf,23403.0221,WRSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,
Copsychus malabaricus [melanurus Group],White-rumped Shama (Barusan),whrsha3,issf,23403.0228,WRSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,
Copsychus malabaricus stricklandii/barbouri,White-rumped Shama (White-crowned),whrsha2,issf,23403.0239,WRSH WCSH WRCS,COMA,,Passeriformes,Old World Flycatchers,Muscicapidae,whrsha,,
Copsychus albiventris,Andaman Shama,andsha1,species,23403.0242,ANSH,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus luzoniensis,White-browed Shama,whbsha1,species,23403.0243,WBSH,COLU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus superciliaris,Visayan Shama,vissha1,species,23403.0247,VISH WBSH,COSU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus niger,White-vented Shama,whvsha1,species,23403.0248,WVSH,CONI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Copsychus cebuensis,Black Shama,blasha1,species,23403.0249,BLSH,COCE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,species,23403.025,WGFL,ANMO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,species,23403.0254,RBFL,ANSO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sholicola major,Nilgiri Blue Robin,whbsho1,species,23403.02543,NBRO RBSH,SHMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sholicola albiventris,White-bellied Blue Robin,whbsho3,species,23403.02546,WBSH WBBR,SHAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis sanfordi,Matinan Flycatcher,matfly2,species,23403.0258,MAFL MBFL,CYSA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis hoevelli,Blue-fronted Flycatcher,blffly1,species,23403.0259,BFFL BFBF,CYHO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis hyacinthinus,Timor Blue Flycatcher,tibfly2,species,23403.026,TBFL,CYHY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis concretus,White-tailed Flycatcher,whtfly2,species,23403.0263,WTFL,CYCO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis ruckii,Rück's Blue Flycatcher,rubfly1,species,23403.0267,RBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis herioti,Blue-breasted Flycatcher,blbfly3,species,23403.0268,BBFL BBBF,CYHE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis herioti herioti,Blue-breasted Flycatcher (Blue-breasted),bubfly1,issf,23403.02683,BBFL BBBF,CYHE,,Passeriformes,Old World Flycatchers,Muscicapidae,blbfly3,,
Cyornis herioti camarinensis,Blue-breasted Flycatcher (Rufous-breasted),bubfly2,issf,23403.02686,BBFL BBBF,CYHE,,Passeriformes,Old World Flycatchers,Muscicapidae,blbfly3,,
Cyornis hainanus,Hainan Blue Flycatcher,habfly1,species,23403.0271,HBFL,CYHA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis pallipes,White-bellied Blue Flycatcher,wbbfly1,species,23403.0272,WBBF,CYPA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis poliogenys,Pale-chinned Blue Flycatcher,pacblf1,species,23403.0273,PCBF,CYPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis unicolor,Pale Blue Flycatcher,pabfly2,species,23403.0278,PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis unicolor unicolor,Pale Blue Flycatcher (Unicolored),pabfly3,issf,23403.0279,PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,
Cyornis unicolor diaoluoensis,Pale Blue Flycatcher (Diao Luo),pabfly4,issf,23403.028,PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,
Cyornis unicolor harterti,Pale Blue Flycatcher (Hartert's),pabfly5,issf,23403.0281,PBFL,CYUN,,Passeriformes,Old World Flycatchers,Muscicapidae,pabfly2,,
Cyornis rubeculoides,Blue-throated Flycatcher,butfly1,species,23403.0283,BTBF BTFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis glaucicomans,Chinese Blue Flycatcher,butfly2,species,23403.0288,CBFL,CYGL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis rubeculoides/glaucicomans,Blue-throated/Chinese Blue Flycatcher,bltfly2,slash,23403.02885,BTBF CBFL BTFL,CYGL CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis magnirostris,Large Blue Flycatcher,larblf1,species,23403.0289,LBFL,CYMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis banyumas,Hill Blue Flycatcher,hibfly1,species,23403.029,HBFL,CYBA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis [undescribed Meratus form],Meratus Jungle-Flycatcher (undescribed form),merjuf1,form,23403.0293,MJFL,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis caerulatus,Sunda Blue Flycatcher,lobblf1,species,23403.0299,SBFL,CYCA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis turcosus,Malaysian Blue Flycatcher,mabfly1,species,23403.0303,MBFL,CYTU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis lemprieri,Palawan Blue Flycatcher,pabfly1,species,23403.0306,PBFL,CYLE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis superbus,Bornean Blue Flycatcher,bobfly2,species,23403.0307,BBFL,CYSU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis tickelliae,Tickell's Blue Flycatcher,tibfly1,species,23403.0308,TBFL,CYTI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis tickelliae tickelliae/jerdoni,Tickell's Blue Flycatcher (Tickell's),tibfly3,issf,23403.0309,TBFL,CYTI,,Passeriformes,Old World Flycatchers,Muscicapidae,tibfly1,,
Cyornis tickelliae [sumatrensis Group],Tickell's Blue Flycatcher (Indochinese),tibfly4,issf,23403.031,TBFL,CYTI,,Passeriformes,Old World Flycatchers,Muscicapidae,tibfly1,,
Cyornis rufigastra,Mangrove Blue Flycatcher,mabfly2,species,23403.0314,MBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis rufigastra [rufigastra Group],Mangrove Blue Flycatcher (Mangrove),manblf1,issf,23403.03145,MBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,mabfly2,,
Cyornis rufigastra [blythi Group],Mangrove Blue Flycatcher (Philippine),manblf2,issf,23403.03185,MBFL,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,mabfly2,,
Cyornis omissus,Sulawesi Blue Flycatcher,subfly1,species,23403.0323,SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis omissus omissus/peromissus,Sulawesi Blue Flycatcher (Sulawesi),sulblf1,issf,23403.0324,SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,subfly1,,
Cyornis omissus djampeanus/kalaoensis,Sulawesi Blue Flycatcher (Tanahjampea),sulblf2,issf,23403.0328,TBFL SBFL,CYOM,,Passeriformes,Old World Flycatchers,Muscicapidae,subfly1,,
Cyornis [undescribed Togian form],Togian Jungle-Flycatcher (undescribed form),togjuf1,form,23403.03285,TJFL,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis brunneatus,Brown-chested Jungle-Flycatcher,bncjuf1,species,23403.0329,BCJF,CYBR,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis nicobaricus,Nicobar Jungle-Flycatcher,nicjuf1,species,23403.033,NJFL NIJF,CYNI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis umbratilis,Gray-chested Jungle-Flycatcher,gycjuf1,species,23403.0331,GCJF,CYUM,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis olivaceus,Fulvous-chested Jungle-Flycatcher,fucjuf1,species,23403.0332,FCJF,CYOL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis oscillans,Flores Jungle-Flycatcher,flojuf1,species,23403.0336,RBJF FJFL FLJF,CYOS,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis oscillans oscillans,Flores Jungle-Flycatcher (Russet-backed),flojuf2,issf,23403.0337,FJFL FLJF RBJF,CYOS,,Passeriformes,Old World Flycatchers,Muscicapidae,flojuf1,,
Cyornis oscillans stresemanni,Flores Jungle-Flycatcher (Sumba),flojuf3,issf,23403.0338,FJFL RBJF FLJF,CYOS,,Passeriformes,Old World Flycatchers,Muscicapidae,flojuf1,,
Cyornis ruficauda,Chestnut-tailed Jungle-Flycatcher,chtjuf1,species,23403.0339,RTJF CTJF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis ruficauda [ruficauda Group],Chestnut-tailed Jungle-Flycatcher (Philippine),chtjuf2,issf,23403.034,RTJF CTJF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,chtjuf1,,
Cyornis ruficauda ocularis,Chestnut-tailed Jungle-Flycatcher (Sulu),chtjuf3,issf,23403.0341,RTJF CTJF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,chtjuf1,,
Cyornis ruficauda ruficrissa/isola,Chestnut-tailed Jungle-Flycatcher (Crocker),chtjuf4,issf,23403.0342,RTJF CTJF,CYRU,,Passeriformes,Old World Flycatchers,Muscicapidae,chtjuf1,,
Cyornis colonus,Henna-tailed Jungle-Flycatcher,htjfly1,species,23403.0347,HTJF,CYCO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyornis sp.,blue flycatcher sp.,blue-f1,spuh,23403.0351,,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava grandis,Large Niltava,larnil1,species,23403.0352,LANI,NIGR,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava macgrigoriae,Small Niltava,smanil1,species,23403.0357,SMNI,NIMA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava davidi,Fujian Niltava,fujnil1,species,23403.036,FUNI,NIDA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava sundara,Rufous-bellied Niltava,rubnil1,species,23403.0361,RBNI,NISU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava sumatrana,Rufous-vented Niltava,ruvnil1,species,23403.0365,RVNI,NISU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava vivida,Vivid Niltava,vivnil1,species,23403.0366,VINI,NIVI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Niltava vivida oatesi,Vivid Niltava (Large),vivnil2,issf,23403.03662,VINI,NIVI,,Passeriformes,Old World Flycatchers,Muscicapidae,vivnil1,,
Niltava vivida vivida,Vivid Niltava (Small),vivnil3,issf,23403.03665,VINI,NIVI,,Passeriformes,Old World Flycatchers,Muscicapidae,vivnil1,,
Niltava sp.,niltava sp.,niltav1,spuh,23403.0369,,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyanoptila cyanomelana,Blue-and-white Flycatcher,bawfly2,species,23403.0373,BAWF,CYCY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyanoptila cumatilis,Zappey's Flycatcher,zapfly1,species,23403.03755,ZAFL,CYCU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cyanoptila cyanomelana/cumatilis,Blue-and-white/Zappey's Flycatcher,y00911,slash,23403.03757,BAWF ZAFL,CYCY CYCU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias sordidus,Dull-blue Flycatcher,dubfly3,species,23403.0376,DBFL,EUSO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias albicaudatus,Nilgiri Flycatcher,nilfly2,species,23403.0377,NIFL,EUAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias indigo,Indigo Flycatcher,indfly1,species,23403.0378,INFL,EUIN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias indigo ruficrissa/cerviniventris,Indigo Flycatcher (Rufous-vented),indfly2,issf,23403.03783,INFL,EUIN,,Passeriformes,Old World Flycatchers,Muscicapidae,indfly1,,
Eumyias indigo indigo,Indigo Flycatcher (Javan),indfly3,issf,23403.03786,INFL,EUIN,,Passeriformes,Old World Flycatchers,Muscicapidae,indfly1,,
Eumyias thalassinus,Verditer Flycatcher,verfly4,species,23403.0382,VEFL,EUTH,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias additus,Buru Jungle-Flycatcher,burjuf1,species,23403.0385,BUJF SBJF BJFL,EUAD,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Eumyias panayensis,Turquoise Flycatcher,islfly1,species,23403.0386,TUFL,EUPA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossyphicula roberti,White-bellied Robin-Chat,wbrcha1,species,23403.0395,WBRC,CORO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossyphicula roberti roberti,White-bellied Robin-Chat (White-bellied),whbroc1,issf,23403.0396,WBRC,CORO,,Passeriformes,Old World Flycatchers,Muscicapidae,wbrcha1,,
Cossyphicula roberti rufescentior,White-bellied Robin-Chat (Albertine),whbroc2,issf,23403.0397,WBRC,CORO,,Passeriformes,Old World Flycatchers,Muscicapidae,wbrcha1,,
Cossypha isabellae,Mountain Robin-Chat,morcha1,species,23403.0398,MRCH MORC,COIS,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha isabellae batesi,Mountain Robin-Chat (Highland),mouroc1,issf,23403.0399,MRCH MORC,COIS,,Passeriformes,Old World Flycatchers,Muscicapidae,morcha1,,
Cossypha isabellae isabellae,Mountain Robin-Chat (Mountain),mouroc2,issf,23403.04,MRCH MORC,COIS,,Passeriformes,Old World Flycatchers,Muscicapidae,morcha1,,
Cossypha archeri,Archer's Robin-Chat,arrcha1,species,23403.0401,ARCH ARRC AGRO,COAR,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha archeri archeri,Archer's Robin-Chat (Archer's),arcroc1,issf,23403.0402,ARRC ARCH AGRO,COAR,,Passeriformes,Old World Flycatchers,Muscicapidae,arrcha1,,
Cossypha archeri kimbutui,Archer's Robin-Chat (Kabobo),arcroc2,issf,23403.0403,ARCH ARRC AGRO,COAR,,Passeriformes,Old World Flycatchers,Muscicapidae,arrcha1,,
Cossypha anomala,Olive-flanked Robin-Chat,ofrcha1,species,23403.0404,OFRC OFGR,COAN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha anomala grotei,Olive-flanked Robin-Chat (White-bellied),olfroc1,issf,23403.0405,OFRC OFGR,COAN,,Passeriformes,Old World Flycatchers,Muscicapidae,ofrcha1,,
Cossypha anomala mbuluensis,Olive-flanked Robin-Chat (Black),olfroc2,issf,23403.0406,OFRC OFGR,COAN,,Passeriformes,Old World Flycatchers,Muscicapidae,ofrcha1,,
Cossypha anomala [anomala Group],Olive-flanked Robin-Chat (Olive-flanked),olfroc3,issf,23403.04065,OFRC OFGR,COAN,,Passeriformes,Old World Flycatchers,Muscicapidae,ofrcha1,,
Cossypha caffra,Cape Robin-Chat,carcha1,species,23403.041,CARC CRCH,COCA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha humeralis,White-throated Robin-Chat,wtrcha1,species,23403.0417,WTRC,COHU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha cyanocampter,Blue-shouldered Robin-Chat,bsrcha1,species,23403.0418,BSRC,COCY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha polioptera,Gray-winged Robin-Chat,gywroc1,species,23403.0421,GWRC GWRO,COPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha polioptera nigriceps/tessmanni,Gray-winged Robin-Chat (Black-capped),gywroc2,issf,23403.04215,GWRO GWRC,COPO,,Passeriformes,Old World Flycatchers,Muscicapidae,gywroc1,,
Cossypha polioptera polioptera,Gray-winged Robin-Chat (Gray-winged),gywroc3,issf,23403.0424,GWRC GWRO,COPO,,Passeriformes,Old World Flycatchers,Muscicapidae,gywroc1,,
Cossypha semirufa,Rüppell's Robin-Chat,rurcha1,species,23403.0425,RÜRC RRCH,COSE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha heuglini,White-browed Robin-Chat,wbrcha2,species,23403.0429,WBRC,COHE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha natalensis,Red-capped Robin-Chat,rcrcha1,species,23403.0433,RCRC,CONA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha dichroa,Chorister Robin-Chat,chrcha1,species,23403.0437,CHRC CRCH,CODI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha heinrichi,White-headed Robin-Chat,whrcha1,species,23403.044,WHRC,COHE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha niveicapilla,Snowy-crowned Robin-Chat,scrcha1,species,23403.0441,SHRC SCRC,CONI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha albicapillus,White-crowned Robin-Chat,wcrcha1,species,23403.0444,WCRC,COAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cossypha sp.,robin-chat sp.,robin-1,spuh,23403.0448,,,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Xenocopsychus ansorgei,Angola Cave-Chat,anccha1,species,23403.0449,ACCH ANCC,XEAN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cichladusa arquata,Collared Palm-Thrush,copthr1,species,23403.045,CPTH COPT,CIAR,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cichladusa ruficauda,Rufous-tailed Palm-Thrush,rtpthr1,species,23403.0451,RTPT,CIRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Cichladusa guttata,Spotted Morning-Thrush,spmthr1,species,23403.0452,SMTH SPMT SPTH,CIGU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Erithacus rubecula,European Robin,eurrob1,species,23403.0456,EURO,ERRU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Pogonocichla stellata,White-starred Robin,whsrob1,species,23403.0465,WSRO,POST,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Swynnertonia swynnertoni,Swynnerton's Robin,swyrob1,species,23403.0476,SWRO,SWSW,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Swynnertonia swynnertoni rodgersi,Swynnerton's Robin (Udzungwa),swyrob2,issf,23403.0477,SWRO,SWSW,,Passeriformes,Old World Flycatchers,Muscicapidae,swyrob1,,
Swynnertonia swynnertoni swynnertoni,Swynnerton's Robin (Swynnerton's),swyrob3,issf,23403.0478,SWRO,SWSW,,Passeriformes,Old World Flycatchers,Muscicapidae,swyrob1,,
Pseudalethe poliocephala,Brown-chested Alethe,brcale1,species,23403.0479,BCAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Pseudalethe poliocephala poliocephala,Brown-chested Alethe (Gray-headed),bncale1,issf,23403.048,BCAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,brcale1,,
Pseudalethe poliocephala hallae,Brown-chested Alethe (Gabela),bncale2,issf,23403.0481,BCAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,brcale1,,
Pseudalethe poliocephala compsonota,Brown-chested Alethe (Chestnut-backed),bncale3,issf,23403.04813,BCAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,brcale1,,
Pseudalethe poliocephala [carruthersi Group],Brown-chested Alethe (Brown-chested),bncale4,issf,23403.04816,BCAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,brcale1,,
Pseudalethe poliophrys,Red-throated Alethe,retale1,species,23403.049,RTAL,PSPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Pseudalethe choloensis,Cholo Alethe,choale1,species,23403.0493,THAL CHAL,PSCH,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Pseudalethe fuelleborni,White-chested Alethe,whcale1,species,23403.0496,WCAL,PSFU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Stiphrornis erythrothorax,Forest Robin,forrob1,species,23403.0497,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Stiphrornis erythrothorax erythrothorax,Forest Robin (Western),forrob2,issf,23403.0498,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,forrob1,,
Stiphrornis erythrothorax gabonensis,Forest Robin (Gabon),forrob3,issf,23403.0499,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,forrob1,,
Stiphrornis erythrothorax sanghensis,Forest Robin (Sangha),forrob4,issf,23403.05,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,forrob1,,
Stiphrornis erythrothorax pyrrholaemus,Forest Robin (Olive-backed),forrob6,issf,23403.05005,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,forrob1,,
Stiphrornis erythrothorax xanthogaster,Forest Robin (Eastern),forrob5,issf,23403.0501,FORO,STER,,Passeriformes,Old World Flycatchers,Muscicapidae,forrob1,,
Sheppardia bocagei,Bocage's Akalat,bocaka1,species,23403.0502,BOAK,SHBO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia bocagei granti,Bocage's Akalat (Grant's),bocaka2,issf,23403.0503,BOAK,SHBO,,Passeriformes,Old World Flycatchers,Muscicapidae,bocaka1,,
Sheppardia bocagei poensis,Bocage's Akalat (Bioko),bocaka3,issf,23403.0504,BOAK,SHBO,,Passeriformes,Old World Flycatchers,Muscicapidae,bocaka1,,
Sheppardia bocagei [bocagei Group],Bocage's Akalat (Bocage's),bocaka4,issf,23403.05045,BOAK,SHBO,,Passeriformes,Old World Flycatchers,Muscicapidae,bocaka1,,
Sheppardia cyornithopsis,Lowland Akalat,lowaka1,species,23403.0511,LOAK,SHCY,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia aequatorialis,Equatorial Akalat,equaka1,species,23403.0515,EQAK,SHAE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia sharpei,Sharpe's Akalat,shaaka1,species,23403.0518,SHAK,SHSH,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia gunningi,East Coast Akalat,eacaka1,species,23403.0521,ECAK,SHGU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia gunningi sokokensis,East Coast Akalat (East Coast),eacaka2,issf,23403.0522,ECAK,SHGU,,Passeriformes,Old World Flycatchers,Muscicapidae,eacaka1,,
Sheppardia gunningi [gunningi Group],East Coast Akalat (Gunning's),eacaka3,issf,23403.05225,ECAK,SHGU,,Passeriformes,Old World Flycatchers,Muscicapidae,eacaka1,,
Sheppardia gabela,Gabela Akalat,gabaka1,species,23403.0526,GAAK,SHGA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia montana,Usambara Akalat,usaaka1,species,23403.0527,USAK,SHMO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia lowei,Iringa Akalat,iriaka1,species,23403.0528,IRAK,SHLO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Sheppardia aurantiithorax,Rubeho Akalat,rubaka1,species,23403.0529,RUAK,SHAU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Leonardina woodi,Bagobo Robin,bagbab2,species,23403.05295,BABA BARO,LEWO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Vauriella gularis,Eyebrowed Jungle-Flycatcher,eyjfly1,species,23403.053,EYJF EJFL,VAGU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Vauriella insignis,Rusty-flanked Jungle-Flycatcher,rufjuf1,species,23403.0531,RFJF WBJF,VAIN,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Vauriella albigularis,Negros Jungle-Flycatcher,negjuf1,species,23403.0532,WTJF NJFL NEJF,VAAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Vauriella goodfellowi,Mindanao Jungle-Flycatcher,minjuf1,species,23403.0533,MIJF SBJF MJFL,VAGO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
Heinrichia calligyna,Great Shortwing,gresho1,species,23403.0534,GRSH,HECA,,Passeriformes,Old World Flycatchers,Muscicapidae,,,
