Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Img_URL,Info_URL
Glareola maldivarum,Oriental pratincole,Oriental pratincole,oripra,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1635_oriental_pratincole_glareola_maldivarum_haha-jima_ogasawara_islands_japan_20170527_1_1000.jpg?itok=pmb6tdEk,https://www.hbw.com/species/oriental-pratincole-glareola-maldivarum#Taxonomy
Aethia cristatella,Crested auklet,Crested auklet,creauk,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1657_20160606_3_1000.jpg?itok=SqTHU8do,https://www.hbw.com/species/crested-auklet-aethia-cristatella#Taxonomy
Aethia pusilla,Least auklet,Least auklet,leaauk,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1659_20160606_2_1000.jpg?itok=SSMT8SCW,https://www.hbw.com/species/least-auklet-aethia-pusilla#Taxonomy
Anous minutus,Black noddy,Black noddy,blknod,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1675_black_noddy_anous_minutus_tench_island_papua_new_guinea_20140713_1_1000.jpg?itok=Em2pTx7P,https://www.hbw.com/species/black-noddy-anous-minutus#Taxonomy
Onychoprion aleuticus,Aleutian tern,Aleutian tern,aleter1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1683_20160531_2_1000.jpg?itok=K3Ol6yvN,https://www.hbw.com/species/aleutian-tern-onychoprion-aleuticus#Taxonomy
Rissa brevirostris,Red-legged kittiwake,Red-legged kittiwake,relkit,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1720_20160607_1_1000.jpg?itok=8S2RhIji,https://www.hbw.com/species/red-legged-kittiwake-rissa-brevirostris#Taxonomy
Larus michahellis,Yellow-legged gull,Yellow-legged gull,yelgul1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1761_yellow-legged_gull_medelhavstrut_larus_michahellis_cap_de_formentor_mallorca_spain_20150510_1_1000.jpg?itok=8999Kkb5,https://www.hbw.com/species/yellow-legged-gull-larus-michahellis#Taxonomy
Rhynchopsitta pachyrhyncha,Thick-billed parrot,Thick-billed parrot,thbpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/18PSI_Rhynchopsitta_pachyrhyncha_JH.jpg?itok=F7Y44Ob2,https://www.hbw.com/species/thick-billed-parrot-rhynchopsitta-pachyrhyncha#Taxonomy
Somateria fischeri,Spectacled Eider,Spectacled eider,speeid,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/199_20160620_3_1000.jpg?itok=-YaE_Rsh,https://www.hbw.com/species/spectacled-eider-somateria-fischeri#Taxonomy
Numida meleagris,Helmeted Guineafowl,Helmeted guineafowl,helgui,Galliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1o3a0986helmperlhuhn_ssp._mitratusa.jpg?itok=37_T52WM,https://www.hbw.com/species/helmeted-guineafowl-numida-meleagris#Taxonomy
Vireo crassirostris,Thick-billed vireo,Thick-billed vireo,thbvir,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1o3a5740dickschnabelvireoa.jpg?itok=-_31SOtg,https://www.hbw.com/species/thick-billed-vireo-vireo-crassirostris#Taxonomy
Megaceryle torquata,Ringed kingfisher,Ringed kingfisher,rinkin1,Coraciiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1o3a7131rotbrustfischerb.jpg?itok=plY17_8r,https://www.hbw.com/species/ringed-kingfisher-megaceryle-torquata#Taxonomy
Tachycineta albilinea,Mangrove swallow,Mangrove swallow,manswa1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1o3a7365mangrovenschwalbea.jpg?itok=RhePnSUa,https://www.hbw.com/species/mangrove-swallow-tachycineta-albilinea#Taxonomy
Cuculus optatus,Oriental cuckoo,Oriental cuckoo,oricuc2,Cuculiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1o3a7946hopfkuckucka.jpg?itok=OnUHmw5A,https://www.hbw.com/species/oriental-cuckoo-cuculus-saturatus#Taxonomy
Spizella atrogularis,Black-chinned sparrow,Black-chinned sparrow,bkcspa,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/20110420-Black-chinned_Sparrow_01V1167.jpg?itok=GYgIOQSD,https://www.hbw.com/species/black-chinned-sparrow-spizella-atrogularis#Taxonomy
Jacana spinosa,Northern jacana,Northern jacana,norjac,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/2015_12_053253.jpg?itok=3oa41XLw,https://www.hbw.com/species/northern-jacana-jacana-spinosa#Taxonomy
Alopochen aegyptiaca,Egyptian Goose,Egyptian goose,egygoo,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/20151030_0001_EGoose.jpg?itok=ISoDy2Q4,https://www.hbw.com/species/egyptian-goose-alopochen-aegyptiaca#Taxonomy
Scolopax rusticola,Eurasian woodcock,Eurasian woodcock,eurwoo,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/20160616-sni_8706.jpg?itok=PRwVXMLX,https://www.hbw.com/species/eurasian-woodcock-scolopax-rusticola#Taxonomy
Psittacula krameri,Rose-ringed parakeet,Rose-ringed parakeet,rorpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/2276_20151230_1_1000.jpg?itok=TDfPY3q_,https://www.hbw.com/species/rose-ringed-parakeet-psittacula-krameri#Taxonomy
Ciccaba virgata,Mottled owl,Mottled owl,motowl,Strigiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/2798_mottled_owl_strix_virgata_amazon_manu_lodge_peru_20091111_2_1200.jpg?itok=G47g2v1F,https://www.hbw.com/species/mottled-owl-ciccaba-virgata#Taxonomy
Paroaria coronata,Red-crested cardinal,Red-crested cardinal,reccar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/28402444160_21512a2466_o.jpg?itok=LbJ0m7Qz,https://www.hbw.com/species/red-crested-cardinal-paroaria-coronata#Taxonomy
Pterodroma heraldica,Herald petrel,Herald petrel,herpet2,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/306.JPG?itok=C0RARcx5,https://www.hbw.com/species/herald-petrel-pterodroma-heraldica#Taxonomy
Apus pacificus,Pacific swift,Pacific swift,fotswi,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/3105_pacific_swift_apus_pacificus_pacificus_lake_furen_hokkaido_japan_20170610_4_1000.jpg?itok=vsWOZ3G5,https://www.hbw.com/species/pacific-swift-apus-pacificus#Taxonomy
Gallinago solitaria,Solitary snipe,Solitary snipe,solsni1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/32005521644_96165c2856_k.jpg?itok=f98_7545,https://www.hbw.com/species/solitary-snipe-gallinago-solitaria#Taxonomy
Tetraogallus himalayensis,Himalayan snowcock,Himalayan snowcock,himsno,Galliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/32299.jpg?itok=JHQqbtSc,https://www.hbw.com/species/himalayan-snowcock-tetraogallus-himalayensis#Taxonomy
Bulweria fallax,Jouanins petrel,Jouanin's petrel,joupet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/3899_Bulweria_fallax_Jouanins_Petrel_Salalah_Pelagic_Oman_2012_JG_klein.jpg?itok=hQJG49f9,https://www.hbw.com/species/jouanins-petrel-bulweria-fallax#Taxonomy
Myiopagis viridicata,Greenish elaenia,Greenish elaenia,greela,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/5030_greenish_elaenia_myiopagis_viridicata_milpe_pichincha_ecuador_20140111_1_1600.jpg?itok=ybtpRU6L,https://www.hbw.com/species/greenish-elaenia-myiopagis-viridicata#Taxonomy
Tyrannus crassirostris,Thick-billed kingbird,Thick-billed kingbird,thbkin,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/5384_thick-billed_kingbird_tyrannus_crassirostris_patagonia_roadside_rest_area_arizona_usa_20110509_1_1600.jpg?itok=F1cOzDDA,https://www.hbw.com/species/thick-billed-kingbird-tyrannus-crassirostris#Taxonomy
Myiarchus tuberculifer,Dusky-capped flycatcher,Dusky-capped flycatcher,ducfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/5402_dusky-capped_flycatcher_myiarchus_tuberculifer_tandayapa_bird_lodge_pichincha_ecuador_20140107_1_1600.jpg?itok=N52JyNF_,https://www.hbw.com/species/dusky-capped-flycatcher-myiarchus-tuberculifer#Taxonomy
Calonectris leucomelas,Streaked shearwater,Streaked shearwater,strshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/588_streaked_shearwater_calonectris_leucomelas_ferry_route_tokyo-ogasawara_islands_japan_20170526_1_1000.jpg?itok=98KyhSLQ,https://www.hbw.com/species/streaked-shearwater-calonectris-leucomelas#Taxonomy
Alauda arvensis,Eurasian skylark,Eurasian skylark,skylar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/69_alau_arv.jpg?itok=7b9qp1OV,https://www.hbw.com/species/eurasian-skylark-alauda-arvensis#Taxonomy
Phaethon lepturus,White-tailed tropicbird,White-tailed tropicbird,whttro,Phaethontiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/702_20170923_6_1000.jpg?itok=uRf7fhvu,https://www.hbw.com/species/white-tailed-tropicbird-phaethon-lepturus#Taxonomy
Locustella lanceolata,Lanceolated warbler,Lanceolated warbler,lanwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7163_trasksangare_locustella_lanceolata_bleckasen_jamtland_20110711_1_1200.jpg?itok=mHn1v_A-,https://www.hbw.com/species/lanceolated-warbler-locustella-lanceolata#Taxonomy
Catharus aurantiirostris,Orange-billed nightingale-thrush,Orange-billed nightingale-thrush,obnthr1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/717A5982FOROS.jpg?itok=n9H8Hcxg,https://www.hbw.com/species/orange-billed-nightingale-thrush-catharus-aurantiirostris#Taxonomy
Phylloscopus collybita,Common chiffchaff,Common chiffchaff,comchi1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7243_gransanage_phylloscopus_collybita_falkenberg_halland_20091230_2_1200.jpg?itok=kaMRUI_6,https://www.hbw.com/species/common-chiffchaff-phylloscopus-collybita#Taxonomy
Polioptila californica,California gnatcatcher,California gnatcatcher,calgna,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7886_california_gnatcatcher_polioptila_californica_crystal_cove_state_park_california_usa_20110503_3_1280.jpg?itok=SLmk3SuN,https://www.hbw.com/species/california-gnatcatcher-polioptila-californica#Taxonomy
Paroaria capitata,Yellow-billed cardinal,Yellow-billed cardinal,yebcar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7j6a3755a.jpg?itok=yP9_pXC0,https://www.hbw.com/species/yellow-billed-cardinal-paroaria-capitata#Taxonomy
Fregata ariel,Lesser frigatebird,Lesser frigatebird,lesfri,Suliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/835_lesser_frigatebird_fregata_ariel_fergusson_island_papua_new_guinea_20140725_1_1600.jpg?itok=QZ4FLbFZ,https://www.hbw.com/species/lesser-frigatebird-fregata-ariel#Taxonomy
Phoenicurus phoenicurus,Common redstart,Common redstart,comred2,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/8369_common_redstart_rodstjart_phoenicurus_phoenicurus_risingehamn_oland_20161017_1_1000.jpg?itok=JsBd6F03,https://www.hbw.com/species/common-redstart-phoenicurus-phoenicurus#Taxonomy
Larvivora sibilans,Rufous-tailed robin,Rufous-tailed robin,rutrob1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/8369765238_059d314ae9_o.jpg?itok=1zbzfNgf,https://www.hbw.com/species/rufous-tailed-robin-larvivora-sibilans#Taxonomy
Phalacrocorax urile,Red-faced cormorant,Red-faced cormorant,refcor,Suliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/858_20160606_3_1000.jpg?itok=neHXQ0Cz,https://www.hbw.com/species/red-faced-cormorant-phalacrocorax-urile#Taxonomy
Lophura leucomelanos,Kalij pheasant,Kalij pheasant,kalphe,Galliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/860058571512c8dc9c173c.jpg?itok=qTUErRvx,https://www.hbw.com/species/kalij-pheasant-lophura-leucomelanos#Taxonomy
Anser brachyrhynchus,Pink-footed Goose,Pink-footed goose,pifgoo,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/89__ar7q9357.jpg?itok=TCghO35M,https://www.hbw.com/species/pink-footed-goose-anser-brachyrhynchus#Taxonomy
Estrilda astrild,Common waxbill,Common waxbill,comwax,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9109_20160925_2_1000.jpg?itok=LhkhV8z-,https://www.hbw.com/species/common-waxbill-estrilda-astrild#Taxonomy
Lonchura oryzivora,Java sparrow,Java sparrow,javspa,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9189_java_sparrow_lonchura_oryzivora_chake_chake_pemba_island_tanzania_20141227_2_1000.jpg?itok=RCpTu2F9,https://www.hbw.com/species/java-sparrow-lonchura-oryzivora#Taxonomy
Branta leucopsis,Barnacle Goose,Barnacle goose,bargoo,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/93_barnacle_goose_vitkindad_gas_branta_leucopsis_ottenby_oland_20121001_1_1600.jpg?itok=LFHzP3Ch,https://www.hbw.com/species/barnacle-goose-branta-leucopsis#Taxonomy
Crithagra mozambica,Yellow-fronted canary,Yellow-fronted canary,yefcan,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9319_yellow-fronted_canary_crithagra_mozambica_mozambica_mida_creek_reserve_kenya_20141219_1_1000.jpg?itok=Y70eG0YD,https://www.hbw.com/species/yellow-fronted-canary-crithagra-mozambica#Taxonomy
Setophaga pitiayumi,Tropical parula,Tropical parula,tropar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9480_tropical_parula_setophaga_pitiayumi_jorupe_loja_ecuador_20131220_1_1600.jpg?itok=4UgP8EPL,https://www.hbw.com/species/tropical-parula-setophaga-pitiayumi#Taxonomy
Emberiza pusilla,Little bunting,Little bunting,litbun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9723_dvargsparv_emberiza_pusilla_torsberg_smaland_20091212_1_1200.jpg?itok=UabS43VZ,https://www.hbw.com/species/little-bunting-emberiza-pusilla#Taxonomy
Emberiza rustica,Rustic bunting,Rustic bunting,rusbun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9725_rustic_bunting_videsparv_emberiza_rustica_ojsjomyrarnas_naturreservat_jamtland_20140517_3_1600.jpg?itok=GECUEV1B,https://www.hbw.com/species/rustic-bunting-emberiza-rustica#Taxonomy
Junco phaeonotus,Yellow-eyed junco,Yellow-eyed junco,yeejun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9762_yellow-eyed_junco_junco_phaeonotus_miller_canyon_arizona_usa_20110510_1_1600.jpg?itok=ZJlSDKFm,https://www.hbw.com/species/yellow-eyed-junco-junco-phaeonotus#Taxonomy
Sicalis flaveola,Saffron finch,Saffron finch,saffin,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9863_saffron_finch_sicalis_flaveola_zaruma_el_oro_ecuador_20131219_1_1600.jpg?itok=X9xAaYgy,https://www.hbw.com/species/saffron-finch-sicalis-flaveola#Taxonomy
Progne elegans,Southern martin,Southern martin,soumar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/A_Southern_Martin_small.jpg?itok=60J9F7aJ,https://www.hbw.com/species/southern-martin-progne-elegans#Taxonomy
Onychoprion anaethetus,Bridled tern,Bridled tern,briter1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/aaa_4837_0.jpg?itok=wv5bCjUW,https://www.hbw.com/species/bridled-tern-onychoprion-anaethetus#Taxonomy
Pachyramphus aglaiae,Rose-throated becard,Rose-throated becard,rotbec,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ABANGARES_JUNIO_2015_A_857_FOROS.jpg?itok=srg_4EqS,https://www.hbw.com/species/rose-throated-becard-pachyramphus-aglaiae#Taxonomy
Anas wyvilliana,Hawaiian Duck,Hawaiian duck,hawduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/acr_7164.jpg?itok=6EOdAg8D,https://www.hbw.com/species/hawaiian-duck-anas-wyvilliana#Taxonomy
Puffinus newelli,Newells shearwater,Newell's shearwater,towshe2,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/acr_7558.jpg?itok=6FzJcXJd,https://www.hbw.com/species/newells-shearwater-puffinus-newelli#Taxonomy
Setophaga adelaidae,Adelaides warbler,Adelaide's warbler,adewar1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Adelaides_warbler.jpg?itok=Q7Wr34N7,https://www.hbw.com/species/adelaides-warbler-setophaga-adelaidae#Taxonomy
Chordeiles gundlachii,Antillean nighthawk,Antillean nighthawk,antnig,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Antillean_Nighthawk2_Cuba_08_04_2004.jpg?itok=8hNwc5a9,https://www.hbw.com/species/antillean-nighthawk-chordeiles-gundlachii#Taxonomy
Anthracothorax prevostii,Green-breasted mango,Green-breasted mango,gnbman,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/antpre43870.jpg?itok=PQts_Q1v,https://www.hbw.com/species/green-breasted-mango-anthracothorax-prevostii#Taxonomy
Apus apus,Common swift,Common swift,comswi,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/apus_apus__harvancik_002_d_0.jpg?itok=XtuQKJ0v,https://www.hbw.com/species/common-swift-apus-apus#Taxonomy
Aythya fuligula,Tufted Duck,Tufted duck,tufduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q0150.jpg?itok=G-dy7j-L,https://www.hbw.com/species/tufted-duck-aythya-fuligula#Taxonomy
Euodice malabarica,Indian silverbill,Indian silverbill,indsil,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q1227_a.jpg?itok=yIv5Ub4I,https://www.hbw.com/species/indian-silverbill-euodice-malabarica#Taxonomy
Vanellus vanellus,Northern lapwing,Northern lapwing,norlap,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q1456.jpg?itok=5JvavMmX,https://www.hbw.com/species/northern-lapwing-vanellus-vanellus#Taxonomy
Tringa ochropus,Green sandpiper,Green sandpiper,grnsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q2354_kal.per_.jpg?itok=5ajlC_pY,https://www.hbw.com/species/green-sandpiper-tringa-ochropus#Taxonomy
Calidris minuta,Little stint,Little stint,litsti,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q2455_pobreznik.jpg?itok=dkk2GQtg,https://www.hbw.com/species/little-stint-calidris-minuta#Taxonomy
Tyrannus savana,Fork-tailed flycatcher,Fork-tailed flycatcher,fotfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q5359_tyrannus_savana.jpg?itok=ANsFMwl6,https://www.hbw.com/species/fork-tailed-flycatcher-tyrannus-savana#Taxonomy
Anthus cervinus,Red-throated pipit,Red-throated pipit,retpip,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q6170.jpg?itok=JrKBvcuc,https://www.hbw.com/species/red-throated-pipit-anthus-cervinus#Taxonomy
Tringa glareola,Wood sandpiper,Wood sandpiper,woosan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q6611_glar.jpg?itok=ahIbQe2B,https://www.hbw.com/species/wood-sandpiper-tringa-glareola#Taxonomy
Gavia adamsii,Yellow-billed loon,Yellow-billed loon,yebloo,Gaviiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q8857_a.jpg?itok=bRTrtE5q,https://www.hbw.com/species/yellow-billed-loon-gavia-adamsii#Taxonomy
Aythya ferina,Common Pochard,Common pochard,compoc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q9489_0.jpg?itok=6ka589HC,https://www.hbw.com/species/common-pochard-aythya-ferina#Taxonomy
Basileuterus melanogenys,Black-cheeked warbler,Black-cheeked warbler,blcwar1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ASC_0527.JPG?itok=7WHimqa6,https://www.hbw.com/species/black-cheeked-warbler-basileuterus-melanogenys#Taxonomy
