SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER
Serinus leucolaemus,Damara Canary,damcan1,Passeriformes
Serinus sp.,Serinus sp.,canary1,Passeriformes
Spinus thibetanus,Tibetan Serin,tibser1,Passeriformes
Spinus spinus,Eurasian Siskin,eursis,Passeriformes
Spinus pinus,Pine Siskin,pinsis,Passeriformes
Spinus pinus pinus/macropterus,Pine Siskin (Northern),pinsis1,Passeriformes
Spinus pinus perplexus,Pine Siskin (Chiapas),pinsis2,Passeriformes
Spinus pinus (green morph),Pine Siskin (green morph),pinsis3,Passeriformes
Loxia curvirostra x Spinus pinus,Red Crossbill x Pine Siskin (hybrid),x00904,Passeriformes
Spinus atriceps,Black-capped Siskin,blcsis1,Passeriformes
Spinus pinus x atriceps,Pine x Black-capped Siskin (hybrid),x00829,Passeriformes
Spinus notatus,Black-headed Siskin,blhsis1,Passeriformes
Spinus dominicensis,Antillean Siskin,antsis1,Passeriformes
Spinus psaltria,Lesser Goldfinch,lesgol,Passeriformes
Spinus lawrencei,Lawrence's Goldfinch,lawgol,Passeriformes
Spinus tristis,American Goldfinch,amegfi,Passeriformes
Spinus pinus x tristis,Pine Siskin x American Goldfinch (hybrid),x00905,Passeriformes
Spinus psaltria x tristis,Lesser x American Goldfinch (hybrid),x00714,Passeriformes
Spinus sp. (goldfinch sp.),Spinus sp. (goldfinch sp.),goldfi,Passeriformes
Spinus spinescens,Andean Siskin,andsis1,Passeriformes
Spinus yarrellii,Yellow-faced Siskin,yefsis1,Passeriformes
Spinus xanthogastrus,Yellow-bellied Siskin,yebsis1,Passeriformes
Spinus cucullatus,Red Siskin,redsis1,Passeriformes
Spinus crassirostris,Thick-billed Siskin,thbsis1,Passeriformes
Spinus magellanicus,Hooded Siskin,hoosis1,Passeriformes
Spinus siemiradzkii,Saffron Siskin,safsis1,Passeriformes
Spinus olivaceus,Olivaceous Siskin,olisis1,Passeriformes
Spinus magellanicus/olivaceus,Hooded/Olivaceous Siskin,y00698,Passeriformes
Spinus atratus,Black Siskin,blasis1,Passeriformes
Spinus uropygialis,Yellow-rumped Siskin,yersis1,Passeriformes
Spinus magellanicus x uropygialis,Hooded x Yellow-rumped Siskin (hybrid),x00713,Passeriformes
Spinus barbatus,Black-chinned Siskin,blcsis2,Passeriformes
Spinus sp.,Spinus sp.,spinus1,Passeriformes
Acanthis/Spinus sp.,Acanthis/Spinus sp.,y00631,Passeriformes
Fringillidae sp.,finch sp.,finch1,Passeriformes
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,Passeriformes
Passer ammodendri,Saxaul Sparrow,saxspa1,Passeriformes
Passer domesticus,House Sparrow,houspa,Passeriformes
Passer italiae,Italian Sparrow,itaspa1,Passeriformes
Passer domesticus x italiae,House x Italian Sparrow (hybrid),x00873,Passeriformes
Passer domesticus/italiae,House/Italian Sparrow,y00692,Passeriformes
Passer hispaniolensis,Spanish Sparrow,spaspa1,Passeriformes
Passer domesticus x hispaniolensis,House x Spanish Sparrow (hybrid),x00645,Passeriformes
Passer domesticus/hispaniolensis,House/Spanish Sparrow,y00829,Passeriformes
Passer italiae/hispaniolensis,Italian/Spanish Sparrow,y01017,Passeriformes
Passer pyrrhonotus,Sind Sparrow,sinspa1,Passeriformes
Passer castanopterus,Somali Sparrow,somspa1,Passeriformes
Passer rutilans,Russet Sparrow,russpa2,Passeriformes
Passer flaveolus,Plain-backed Sparrow,plbspa1,Passeriformes
Passer moabiticus,Dead Sea Sparrow,desspa1,Passeriformes
Passer moabiticus moabiticus,Dead Sea Sparrow (Dead Sea),desspa5,Passeriformes
Passer moabiticus yatii,Dead Sea Sparrow (Sistan Scrub),desspa6,Passeriformes
Passer iagoensis,Cape Verde Sparrow,cavspa1,Passeriformes
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,Passeriformes
Passer insularis,Socotra Sparrow,socspa1,Passeriformes
Passer motitensis,Great Rufous Sparrow,grrspa1,Passeriformes
Passer rufocinctus,Kenya Rufous Sparrow,kerspa2,Passeriformes
Passer shelleyi,Shelley's Rufous Sparrow,shrspa1,Passeriformes
Passer cordofanicus,Kordofan Rufous Sparrow,korspa1,Passeriformes
Passer melanurus,Cape Sparrow,capspa1,Passeriformes
Passer griseus,Northern Gray-headed Sparrow,gyhspa1,Passeriformes
Passer swainsonii,Swainson's Sparrow,swaspa2,Passeriformes
Passer gongonensis,Parrot-billed Sparrow,pabspa1,Passeriformes
Passer suahelicus,Swahili Sparrow,swaspa1,Passeriformes
Passer diffusus,Southern Gray-headed Sparrow,sghspa2,Passeriformes
Passer simplex,Desert Sparrow,desspa2,Passeriformes
Passer simplex simplex/saharae,Desert Sparrow (Desert),desspa3,Passeriformes
Passer simplex zarudnyi,Desert Sparrow (Zarudny's),desspa4,Passeriformes
Passer montanus,Eurasian Tree Sparrow,eutspa,Passeriformes
Passer domesticus x montanus,House x Eurasian Tree Sparrow (hybrid),x00754,Passeriformes
Passer domesticus/montanus,House/Eurasian Tree Sparrow,y00764,Passeriformes
Passer hispaniolensis x montanus,Spanish x Eurasian Tree Sparrow (hybrid),x00874,Passeriformes
Passer luteus,Sudan Golden Sparrow,sugspa1,Passeriformes
Passer euchlorus,Arabian Golden Sparrow,argspa2,Passeriformes
Passer eminibey,Chestnut Sparrow,chespa1,Passeriformes
Passer sp.,Passer sp.,passer2,Passeriformes
Petronia pyrgita,Yellow-spotted Petronia,yespet1,Passeriformes
Petronia xanthocollis,Chestnut-shouldered Petronia,chspet1,Passeriformes
Petronia superciliaris,Yellow-throated Petronia,yetpet1,Passeriformes
Petronia dentata,Bush Petronia,buspet1,Passeriformes
Petronia petronia,Rock Petronia,rocpet1,Passeriformes
Carpospiza brachydactyla,Pale Rockfinch,palroc1,Passeriformes
Montifringilla nivalis,White-winged Snowfinch,whwsno1,Passeriformes
Montifringilla henrici,Tibetan Snowfinch,tibsno2,Passeriformes
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,Passeriformes
Montifringilla taczanowskii,White-rumped Snowfinch,whrsno1,Passeriformes
Montifringilla davidiana,Pere David's Snowfinch,pedsno1,Passeriformes
Montifringilla ruficollis,Rufous-necked Snowfinch,runsno1,Passeriformes
Montifringilla blanfordi,Blanford's Snowfinch,blasno1,Passeriformes
Montifringilla theresae,Afghan Snowfinch,afgsno1,Passeriformes
Bubalornis albirostris,White-billed Buffalo-Weaver,wbbwea1,Passeriformes
Bubalornis niger,Red-billed Buffalo-Weaver,rbbwea1,Passeriformes
Dinemellia dinemelli,White-headed Buffalo-Weaver,whbwea1,Passeriformes
Sporopipes frontalis,Speckle-fronted Weaver,spfwea1,Passeriformes
Sporopipes squamifrons,Scaly Weaver,scawea1,Passeriformes
Plocepasser mahali,White-browed Sparrow-Weaver,wbswea1,Passeriformes
Plocepasser mahali melanorhynchus,White-browed Sparrow-Weaver (Black-billed),whbspw1,Passeriformes
Plocepasser mahali ansorgei,White-browed Sparrow-Weaver (White-tailed),whbspw2,Passeriformes
Plocepasser mahali pectoralis,White-browed Sparrow-Weaver (Spot-chested),whbspw3,Passeriformes
Plocepasser mahali mahali,White-browed Sparrow-Weaver (White-breasted),whbspw4,Passeriformes
Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,ccswea1,Passeriformes
Plocepasser rufoscapulatus,Chestnut-backed Sparrow-Weaver,cbswea1,Passeriformes
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-Weaver,dsswea1,Passeriformes
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1,Passeriformes
Pseudonigrita arnaudi,Gray-headed Social-Weaver,gyhsow1,Passeriformes
Pseudonigrita cabanisi,Black-capped Social-Weaver,bcswea1,Passeriformes
Philetairus socius,Social Weaver,socwea1,Passeriformes
Malimbus coronatus,Red-crowned Malimbe,recmal2,Passeriformes
Malimbus cassini,Black-throated Malimbe,bltmal1,Passeriformes
Malimbus ballmanni,Ballman's Malimbe,balmal2,Passeriformes
Malimbus racheliae,Rachel's Malimbe,racmal1,Passeriformes
Malimbus scutatus,Red-vented Malimbe,revmal1,Passeriformes
Malimbus ibadanensis,Ibadan Malimbe,ibamal1,Passeriformes
Malimbus erythrogaster,Red-bellied Malimbe,rebmal1,Passeriformes
Malimbus nitens,Blue-billed Malimbe,gramal1,Passeriformes
Malimbus malimbicus,Crested Malimbe,cremal1,Passeriformes
Malimbus rubricollis,Red-headed Malimbe,rehmal1,Passeriformes
Malimbus sp.,malimbe sp.,malimb1,Passeriformes
Anaplectes rubriceps,Red-headed Weaver,rehwea1,Passeriformes
Anaplectes rubriceps leuconotos,Red-headed Weaver (Northern),rehwea2,Passeriformes
Anaplectes rubriceps jubaensis,Red-headed Weaver (Red),rehwea3,Passeriformes
Anaplectes rubriceps rubriceps,Red-headed Weaver (Southern),rehwea4,Passeriformes
Ploceus flavipes,Yellow-legged Weaver,yelwea2,Passeriformes
Ploceus bertrandi,Bertram's Weaver,berwea2,Passeriformes
Ploceus baglafecht,Baglafecht Weaver,bagwea1,Passeriformes
Ploceus baglafecht [baglafecht Group],Baglafecht Weaver (Baglafecht),bagwea2,Passeriformes
Ploceus baglafecht emini,Baglafecht Weaver (Emin's),bagwea3,Passeriformes
Ploceus baglafecht reichenowi,Baglafecht Weaver (Reichenow's),bagwea4,Passeriformes
Ploceus baglafecht [stuhlmanni Group],Baglafecht Weaver (Stuhlmann's),bagwea5,Passeriformes
Ploceus nigrimentus,Black-chinned Weaver,bkcwea1,Passeriformes
Ploceus bannermani,Bannerman's Weaver,banwea1,Passeriformes
Ploceus batesi,Bates's Weaver,batwea1,Passeriformes
Ploceus luteolus,Little Weaver,litwea1,Passeriformes
Ploceus pelzelni,Slender-billed Weaver,slbwea1,Passeriformes
Ploceus subpersonatus,Loango Weaver,loawea1,Passeriformes
Ploceus nigricollis,Black-necked Weaver,blnwea1,Passeriformes
Ploceus nigricollis brachypterus,Black-necked Weaver (Olive-backed),bknwea1,Passeriformes
Ploceus nigricollis nigricollis/melanoxanthus,Black-necked Weaver (Black-backed),bknwea2,Passeriformes
Ploceus nigricollis brachypterus x nigricollis,Black-necked Weaver (Olive-backed x Black-backed),bknwea3,Passeriformes
Ploceus ocularis,Spectacled Weaver,spewea1,Passeriformes
Ploceus ocularis crocatus,Spectacled Weaver (Yellow-throated),spewea3,Passeriformes
Ploceus ocularis ocularis/suahelicus,Spectacled Weaver (Black-throated),spewea4,Passeriformes
Ploceus nigricollis/ocularis,Black-necked/Spectacled Weaver,y00929,Passeriformes
Ploceus melanogaster,Black-billed Weaver,blbwea1,Passeriformes
Ploceus melanogaster melanogaster,Black-billed Weaver (Western),bkbwea1,Passeriformes
Ploceus melanogaster stephanophorus,Black-billed Weaver (Eastern),bkbwea2,Passeriformes
Ploceus alienus,Strange Weaver,strwea1,Passeriformes
Ploceus capensis,Cape Weaver,capwea1,Passeriformes
Ploceus temporalis,Bocage's Weaver,bocwea1,Passeriformes
Ploceus subaureus,African Golden-Weaver,afgwea1,Passeriformes
Ploceus xanthops,Holub's Golden-Weaver,hogwea1,Passeriformes
Ploceus aurantius,Orange Weaver,orawea1,Passeriformes
Ploceus bojeri,Golden Palm Weaver,gopwea1,Passeriformes
Ploceus castaneiceps,Taveta Golden-Weaver,tagwea1,Passeriformes
Ploceus princeps,Principe Golden-Weaver,prgwea1,Passeriformes
Ploceus xanthopterus,Southern Brown-throated Weaver,sbtwea1,Passeriformes
Ploceus castanops,Northern Brown-throated Weaver,nbtwea1,Passeriformes
Ploceus burnieri,Kilombero Weaver,kilwea1,Passeriformes
Ploceus taeniopterus,Northern Masked-Weaver,nomwea1,Passeriformes
Ploceus intermedius,Lesser Masked-Weaver,lesmaw1,Passeriformes
Ploceus velatus,Southern Masked-Weaver,afmwea,Passeriformes
Ploceus vitellinus,Vitelline Masked-Weaver,vimwea1,Passeriformes
Ploceus reichardi,Tanganyika Masked-Weaver,tanmaw1,Passeriformes
Ploceus katangae,Katanga Masked-Weaver,kamwea1,Passeriformes
Ploceus katangae upembae,Katanga Masked-Weaver (Upemba),katmaw1,Passeriformes
Ploceus katangae katangae,Katanga Masked-Weaver (Katanga),katmaw2,Passeriformes
Ploceus ruweti,Lake Lufira Masked-Weaver,lalmaw1,Passeriformes
Ploceus heuglini,Heuglin's Masked-Weaver,hemwea1,Passeriformes
Ploceus galbula,RŸppell's Weaver,ruewea1,Passeriformes
Ploceus spekei,Speke's Weaver,spewea2,Passeriformes
Ploceus spekeoides,Fox's Weaver,foxwea1,Passeriformes
Ploceus nigerrimus,Vieillot's Weaver,viewea1,Passeriformes
Ploceus nigerrimus castaneofuscus,Vieillot's Weaver (Chestnut-and-black),viewea2,Passeriformes
Ploceus nigerrimus nigerrimus,Vieillot's Weaver (Black),viewea3,Passeriformes
Ploceus cucullatus,Village Weaver,vilwea1,Passeriformes
Ploceus cucullatus collaris,Village Weaver (Mottled),vilwea2,Passeriformes
Ploceus cucullatus [cucullatus Group],Village Weaver (Black-headed),vilwea3,Passeriformes
Ploceus cucullatus nigriceps/graueri,Village Weaver (Layard's),vilwea4,Passeriformes
Ploceus cucullatus spilonotus,Village Weaver (Spot-backed),vilwea5,Passeriformes
Ploceus grandis,Giant Weaver,giawea1,Passeriformes
Ploceus weynsi,Weyns's Weaver,weywea1,Passeriformes
Ploceus golandi,Clarke's Weaver,clawea1,Passeriformes
Ploceus dichrocephalus,Salvadori's Weaver,salwea1,Passeriformes
Ploceus melanocephalus,Black-headed Weaver,blhwea1,Passeriformes
Ploceus jacksoni,Golden-backed Weaver,gobwea1,Passeriformes
Ploceus rubiginosus,Chestnut Weaver,chewea1,Passeriformes
Ploceus rubiginosus trothae,Chestnut Weaver (Benguela),chewea2,Passeriformes
Ploceus rubiginosus rubiginosus,Chestnut Weaver (Chestnut),chewea3,Passeriformes
Ploceus badius,Cinnamon Weaver,cinwea1,Passeriformes
Ploceus aureonucha,Golden-naped Weaver,gonwea1,Passeriformes
Ploceus tricolor,Yellow-mantled Weaver,yemwea1,Passeriformes
Ploceus albinucha,Maxwell's Black Weaver,mabwea1,Passeriformes
Ploceus albinucha albinucha,Maxwell's Black Weaver (White-naped),mabwea2,Passeriformes
Ploceus albinucha maxwelli/holomelas,Maxwell's Black Weaver (Maxwell's),mabwea3,Passeriformes
Ploceus bicolor,Forest Weaver,forwea1,Passeriformes
Ploceus insignis,Brown-capped Weaver,brcwea1,Passeriformes
Ploceus dorsomaculatus,Yellow-capped Weaver,yecwea1,Passeriformes
Ploceus preussi,Preuss's Weaver,prewea1,Passeriformes
Ploceus olivaceiceps,Olive-headed Weaver,olhwea1,Passeriformes
Ploceus nicolli,Usambara Weaver,usawea1,Passeriformes
Ploceus angolensis,Bar-winged Weaver,bawwea1,Passeriformes
Ploceus sanctithomae,Sao Tome Weaver,satwea1,Passeriformes
Ploceus nelicourvi,Nelicourvi Weaver,nelwea1,Passeriformes
Ploceus sakalava,Sakalava Weaver,sakwea1,Passeriformes
Ploceus manyar,Streaked Weaver,strwea2,Passeriformes
Ploceus philippinus,Baya Weaver,baywea1,Passeriformes
Ploceus hypoxanthus,Asian Golden Weaver,asgwea2,Passeriformes
Ploceus megarhynchus,Yellow Weaver,yelwea1,Passeriformes
Ploceus benghalensis,Bengal Weaver,benwea1,Passeriformes
Ploceus sp.,Ploceus sp.,ploceu1,Passeriformes
Pachyphantes superciliosus,Compact Weaver,comwea1,Passeriformes
Quelea cardinalis,Cardinal Quelea,carque1,Passeriformes
Quelea erythrops,Red-headed Quelea,rehque1,Passeriformes
Quelea quelea,Red-billed Quelea,rebque1,Passeriformes
Quelea sp.,quelea sp.,quelea1,Passeriformes
Brachycope anomala,Bob-tailed Weaver,botwea1,Passeriformes
Foudia madagascariensis,Red Fody,redfod1,Passeriformes
Foudia eminentissima,Red-headed Fody,rehfod1,Passeriformes
Foudia eminentissima aldabrana,Red-headed Fody (Aldabra),rehfod3,Passeriformes
Foudia eminentissima [eminentissima Group],Red-headed Fody (Comoros),rehfod2,Passeriformes
Foudia omissa,Forest Fody,forfod1,Passeriformes
Foudia madagascariensis/omissa,Red/Forest Fody,y00930,Passeriformes
Foudia rubra,Mauritius Fody,maufod1,Passeriformes
Foudia sechellarum,Seychelles Fody,seyfod1,Passeriformes
Foudia flavicans,Rodrigues Fody,rodfod1,Passeriformes
Euplectes franciscanus,Northern Red Bishop,orabis1,Passeriformes
Euplectes orix,Southern Red Bishop,redbis,Passeriformes
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,Passeriformes
Euplectes hordeaceus,Black-winged Bishop,blwbis1,Passeriformes
Euplectes gierowii,Black Bishop,blabis1,Passeriformes
Euplectes afer,Yellow-crowned Bishop,yecbis,Passeriformes
Euplectes diadematus,Fire-fronted Bishop,fifbis1,Passeriformes
Euplectes aureus,Golden-backed Bishop,gobbis1,Passeriformes
Euplectes capensis,Yellow Bishop,yelbis1,Passeriformes
Euplectes capensis phoenicomerus,Yellow Bishop (Montane),yelbis2,Passeriformes
Euplectes capensis xanthomelas,Yellow Bishop (Ethiopian),yelbis3,Passeriformes
Euplectes capensis [capensis Group],Yellow Bishop (Yellow),yelbis4,Passeriformes
Euplectes albonotatus,White-winged Widowbird,whwwid1,Passeriformes
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,Passeriformes
Euplectes macroura macrocercus,Yellow-mantled Widowbird (Yellow-shouldered),yemwid1,Passeriformes
Euplectes macroura macroura/conradsi,Yellow-mantled Widowbird (Yellow-mantled),yemwid2,Passeriformes
Euplectes ardens,Red-collared Widowbird,recwid1,Passeriformes
Euplectes ardens laticauda/suahelicus,Red-collared Widowbird (Red-cowled),recwid2,Passeriformes
Euplectes ardens ardens,Red-collared Widowbird (Red-collared),recwid3,Passeriformes
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,Passeriformes
Euplectes hartlaubi,Marsh Widowbird,marwid1,Passeriformes
Euplectes psammacromius,Buff-shouldered Widowbird,buswid1,Passeriformes
Euplectes progne,Long-tailed Widowbird,lotwid1,Passeriformes
Euplectes jacksoni,Jackson's Widowbird,jacwid1,Passeriformes
Euplectes sp.,Euplectes sp.,euplec1,Passeriformes
Amblyospiza albifrons,Grosbeak Weaver,growea1,Passeriformes
Nigrita luteifrons,Pale-fronted Nigrita,pafneg1,Passeriformes
Nigrita canicapillus,Gray-headed Nigrita,gyhneg1,Passeriformes
Nigrita bicolor,Chestnut-breasted Nigrita,chbneg1,Passeriformes
Nigrita fusconotus,White-breasted Nigrita,whbneg2,Passeriformes
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,Passeriformes
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,Passeriformes
Parmoptila jamesoni,Jameson's Antpecker,jamant1,Passeriformes
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,Passeriformes
Nesocharis ansorgei,White-collared Oliveback,whcoli1,Passeriformes
Nesocharis capistrata,Gray-headed Oliveback,gyholi1,Passeriformes
Coccopygia melanotis,Swee Waxbill,swewax2,Passeriformes
Coccopygia melanotis melanotis,Swee Waxbill (Swee),swewax3,Passeriformes
Coccopygia melanotis bocagei,Swee Waxbill (Angola),swewax1,Passeriformes
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,Passeriformes
Mandingoa nitidula,Green-backed Twinspot,grbtwi1,Passeriformes
Mandingoa nitidula schlegeli/virginiae,Green-backed Twinspot (Orange-breasted),gnbtwi1,Passeriformes
Mandingoa nitidula nitidula/chubbi,Green-backed Twinspot (Green-breasted),gnbtwi2,Passeriformes
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,Passeriformes
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,Passeriformes
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,Passeriformes
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,Passeriformes
Cryptospiza reichenovii reichenovii,Red-faced Crimsonwing (Western),refcrw1,Passeriformes
Cryptospiza reichenovii australis/ocularis,Red-faced Crimsonwing (Eastern),refcrw2,Passeriformes
Estrilda caerulescens,Lavender Waxbill,lavwax,Passeriformes
Estrilda perreini,Black-tailed Waxbill,bltwax1,Passeriformes
Estrilda thomensis,Cinderella Waxbill,cinwax1,Passeriformes
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,Passeriformes
Estrilda paludicola ochrogaster,Fawn-breasted Waxbill (Abyssinian),fabwax3,Passeriformes
Estrilda paludicola [paludicola Group],Fawn-breasted Waxbill (Fawn-breasted),fabwax2,Passeriformes
Estrilda poliopareia,Anambra Waxbill,anawax1,Passeriformes
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,Passeriformes
Estrilda rufibarba,Arabian Waxbill,arawax1,Passeriformes
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,Passeriformes
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,Passeriformes
Estrilda astrild,Common Waxbill,comwax,Passeriformes
Estrilda nigriloris,Black-lored Waxbill,blfwax1,Passeriformes
Estrilda nonnula,Black-crowned Waxbill,blcwax2,Passeriformes
Estrilda atricapilla,Black-headed Waxbill,blhwax1,Passeriformes
Estrilda kandti,Kandt's Waxbill,kanwax1,Passeriformes
Estrilda erythronotos,Black-faced Waxbill,blcwax1,Passeriformes
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,Passeriformes
Estrilda sp.,waxbill sp.,waxbil1,Passeriformes
Spermophaga poliogenys,Grant's Bluebill,grablu1,Passeriformes
Spermophaga haematina,Western Bluebill,wesblu1,Passeriformes
Spermophaga haematina haematina/togoensis,Western Bluebill (Western),wesblu2,Passeriformes
