Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Image_URL,Link_URL,us
Toxostoma redivivum,California thrasher,California thrasher,calthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522818.mp3,s3.amazonaws.com/com-aab-media/photo/75227201-1280px.jpg,https://www.allaboutbirds.org/guide/California_thrasher,1
Melozone crissalis,California towhee,California towhee,caltow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522999.mp3,s3.amazonaws.com/com-aab-media/photo/75229211-1280px.jpg,https://www.allaboutbirds.org/guide/California_towhee,1
Selasphorus calliope,Calliope hummingbird,Calliope hummingbird,calhum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/507225.mp3,s3.amazonaws.com/com-aab-media/photo/75226761-1280px.jpg,https://www.allaboutbirds.org/guide/Calliope_hummingbird,1
Branta canadensis,Canada Goose,Canada goose,cangoo,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521833.mp3,s3.amazonaws.com/com-aab-media/photo/75298411-1280px.jpg,https://www.allaboutbirds.org/guide/Canada_Goose,1
Cardellina canadensis,Canada warbler,Canada warbler,canwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522969.mp3,s3.amazonaws.com/com-aab-media/photo/75300441-1280px.jpg,https://www.allaboutbirds.org/guide/Canada_warbler,1
Aythya valisineria,Canvasback,Canvasback,canvas,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521868.mp3,s3.amazonaws.com/com-aab-media/photo/75300211-1280px.jpg,https://www.allaboutbirds.org/guide/Canvasback,1
Melozone fusca,Canyon towhee,Canyon towhee,cantow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522997.mp3,s3.amazonaws.com/com-aab-media/photo/75298931-1280px.jpg,https://www.allaboutbirds.org/guide/Canyon_towhee,1
Catherpes mexicanus,Canyon wren,Canyon wren,canwre,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522735.mp3,s3.amazonaws.com/com-aab-media/photo/75300581-1280px.jpg,https://www.allaboutbirds.org/guide/Canyon_wren,1
Setophaga tigrina,Cape May warbler,Cape May warbler,camwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522915.mp3,s3.amazonaws.com/com-aab-media/photo/75298321-1280px.jpg,https://www.allaboutbirds.org/guide/Cape_May_warbler,1
Calonectris edwardsii,Cape Verde shearwater,Cape Verde shearwater,cavshe1,Procellariiformes,no audio,no image,https://en.wikipedia.org/wiki/Cape_Verde_shearwater,1
Poecile carolinensis,Carolina chickadee,Carolina chickadee,carchi,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522691.mp3,s3.amazonaws.com/com-aab-media/photo/75301981-1280px.jpg,https://www.allaboutbirds.org/guide/Carolina_chickadee,1
Conuropsis carolinensis,Carolina parakeet,Carolina parakeet,carpar,Psittaciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/mlc.2011.0.312_b.jpg?itok=zJw6fOTj,https://www.hbw.com/species/carolina-parakeet-conuropsis-carolinensis#Descriptive_notes,1
Thryothorus ludovicianus,Carolina wren,Carolina wren,carwre,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522748.mp3,s3.amazonaws.com/com-aab-media/photo/75302131-1280px.jpg,https://www.allaboutbirds.org/guide/Carolina_wren,1
Hydroprogne caspia,Caspian tern,Caspian tern,caster1,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522290.mp3,s3.amazonaws.com/com-aab-media/photo/75303441-1280px.jpg,https://www.allaboutbirds.org/guide/Caspian_tern,1
Loxia sinesciuris,Cassia crossbill,Cassia crossbill,redcro9,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/529678.mp3,s3.amazonaws.com/com-aab-media/photo/83221241-1280px.jpg,https://www.allaboutbirds.org/guide/Cassia_crossbill,1
Ptychoramphus aleuticus,Cassins auklet,Cassin's auklet,casauk,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522241.mp3,s3.amazonaws.com/com-aab-media/photo/75211531-1280px.jpg,https://www.allaboutbirds.org/guide/Cassins_auklet,1
Haemorhous cassinii,Cassins finch,Cassin's finch,casfin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523181.mp3,s3.amazonaws.com/com-aab-media/photo/75302311-1280px.jpg,https://www.allaboutbirds.org/guide/Cassins_finch,1
Tyrannus vociferans,Cassins kingbird,Cassin's kingbird,caskin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522588.mp3,s3.amazonaws.com/com-aab-media/photo/75303111-1280px.jpg,https://www.allaboutbirds.org/guide/Cassins_kingbird,1
Peucaea cassinii,Cassins sparrow,Cassin's sparrow,casspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523007.mp3,s3.amazonaws.com/com-aab-media/photo/75303401-1280px.jpg,https://www.allaboutbirds.org/guide/Cassins_sparrow,1
Vireo cassinii,Cassins vireo,Cassin's vireo,casvir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522622.mp3,s3.amazonaws.com/com-aab-media/photo/75303551-1280px.jpg,https://www.allaboutbirds.org/guide/Cassins_vireo,1
Bubulcus ibis,Cattle egret,Cattle egret,categr,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522036.mp3,s3.amazonaws.com/com-aab-media/photo/75236341-1280px.jpg,https://www.allaboutbirds.org/guide/Cattle_egret,1
Petrochelidon fulva,Cave swallow,Cave swallow,cavswa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/532707.mp3,s3.amazonaws.com/com-aab-media/photo/75215611-1280px.jpg,https://www.allaboutbirds.org/guide/Cave_swallow,1
Bombycilla cedrorum,Cedar waxwing,Cedar waxwing,cedwax,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522844.mp3,s3.amazonaws.com/com-aab-media/photo/75303631-1280px.jpg,https://www.allaboutbirds.org/guide/Cedar_waxwing,1
Setophaga cerulea,Cerulean warbler,Cerulean warbler,cerwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522917.mp3,s3.amazonaws.com/com-aab-media/photo/75334181-1280px.jpg,https://www.allaboutbirds.org/guide/Cerulean_warbler,1
Thalassarche eremita,Chatham albatross,Chatham albatross,shyalb2,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/E7D_7126A.jpg?itok=J2wAKdq2,https://www.hbw.com/species/chatham-albatross-thalassarche-eremita#Taxonomy,1
Poecile rufescens,Chestnut-backed chickadee,Chestnut-backed chickadee,chbchi,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522700.mp3,s3.amazonaws.com/com-aab-media/photo/75229451-1280px.jpg,https://www.allaboutbirds.org/guide/Chestnut-backed_chickadee,1
Pterocles exustus,Chestnut-bellied sandgrouse,Chestnut-bellied sandgrouse,chbsan,Pterocliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/pteexu46225.jpg?itok=WX4pqQBJ,https://www.hbw.com/species/chestnut-bellied-sandgrouse-pterocles-exustus#Taxonomy,1
Calcarius ornatus,Chestnut-collared longspur,Chestnut-collared longspur,chclon,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522853.mp3,s3.amazonaws.com/com-aab-media/photo/76804651-1280px.jpg,https://www.allaboutbirds.org/guide/Chestnut-collared_longspur,1
Setophaga pensylvanica,Chestnut-sided warbler,Chestnut-sided warbler,chswar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522932.mp3,s3.amazonaws.com/com-aab-media/photo/75334331-1280px.jpg,https://www.allaboutbirds.org/guide/Chestnut-sided_warbler,1
Corvus cryptoleucus,Chihuahuan raven,Chihuahuan raven,chirav,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522672.mp3,s3.amazonaws.com/com-aab-media/photo/75227261-1280px.jpg,https://www.allaboutbirds.org/guide/Chihuahuan_raven,1
Chaetura pelagica,Chimney swift,Chimney swift,chiswi,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522398.mp3,s3.amazonaws.com/com-aab-media/photo/75334281-1280px.jpg,https://www.allaboutbirds.org/guide/Chimney_swift,1
Egretta eulophotes,Chinese egret,Chinese egret,chiegr,Pelecaniformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Chinese_Egret_3.jpg?itok=eBTorDuB,https://www.hbw.com/species/chinese-egret-egretta-eulophotes#Taxonomy,1
Accipiter soloensis,Chinese sparrowhawk,Chinese sparrowhawk,grfhaw1,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/FSM_3277.jpg?itok=GUrxJCQI,https://www.hbw.com/species/chinese-sparrowhawk-accipiter-soloensis#Taxonomy,1
Spizella passerina,Chipping sparrow,Chipping sparrow,chispa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523013.mp3,s3.amazonaws.com/com-aab-media/photo/75334221-1280px.jpg,https://www.allaboutbirds.org/guide/Chipping_sparrow,1
Puffinus nativitatis,Christmas shearwater,Christmas shearwater,chrshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Puffinus_nativitatis.Imagen_fija001.jpg?itok=l497gxRs,https://www.hbw.com/species/christmas-shearwater-puffinus-nativitatis#Taxonomy,1
Antrostomus carolinensis,Chuck-wills-widow,Chuck-will's-widow,chwwid,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522392.mp3,s3.amazonaws.com/com-aab-media/photo/75334421-1280px.jpg,https://www.allaboutbirds.org/guide/Chuck-wills-widow,1
Amazilia rutila,Cinnamon hummingbird,Cinnamon hummingbird,cinhum1,Caprimulgiformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cinnamon_Hummingbird_-_Mexico_S4E8524.jpg/220px-Cinnamon_Hummingbird_-_Mexico_S4E8524.jpg,https://en.wikipedia.org/wiki/Cinnamon_hummingbird,1
Spatula cyanoptera,Cinnamon Teal,Cinnamon teal,cintea,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521859.mp3,s3.amazonaws.com/com-aab-media/photo/75334501-1280px.jpg,https://www.allaboutbirds.org/guide/Cinnamon_Teal,1
Motacilla citreola,Citrine wagtail,Citrine wagtail,citwag,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/c17119.jpg?itok=AvJ94-rr,https://www.hbw.com/species/citrine-wagtail-motacilla-citreola#Taxonomy,1
Rallus crepitans,Clapper rail,Clapper rail,clarai11,Gruiformes,https://s3.amazonaws.com/com-aab-media/sound/522093.mp3,s3.amazonaws.com/com-aab-media/photo/75334781-1280px.jpg,https://www.allaboutbirds.org/guide/Clapper_rail,1
Aechmophorus clarkii,Clarks grebe,Clark's grebe,clagre,Podicipediformes,https://s3.amazonaws.com/com-aab-media/sound/521971.mp3,s3.amazonaws.com/com-aab-media/photo/75334551-1280px.jpg,https://www.allaboutbirds.org/guide/Clarks_grebe,1
Nucifraga columbiana,Clarks nutcracker,Clark's nutcracker,clanut,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522663.mp3,s3.amazonaws.com/com-aab-media/photo/75334721-1280px.jpg,https://www.allaboutbirds.org/guide/Clarks_nutcracker,1
Spizella pallida,Clay-colored sparrow,Clay-colored sparrow,clcspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523015.mp3,s3.amazonaws.com/com-aab-media/photo/75236301-1280px.jpg,https://www.allaboutbirds.org/guide/Clay-colored_sparrow,1
Turdus grayi,Clay-colored thrush,Clay-colored thrush,clcrob,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Clay-colored-Thrush-Dusan-Brinkhuizen-IBC.jpg?itok=iYUAz6hA,https://www.hbw.com/species/clay-colored-thrush-turdus-grayi#Taxonomy,1
Oreothlypis crissalis,Colima warbler,Colima warbler,colwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Colima_Warbler_1_Chisos_Mtn_BB_100425_4738.jpg?itok=ryyGYKkb,https://www.hbw.com/species/colima-warbler-leiothlypis-crissalis#Taxonomy,1
Charadrius collaris,Collared plover,Collared plover,colplo1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/collared-plover8.jpg?itok=IACQQAD_,https://www.hbw.com/species/collared-plover-charadrius-collaris#Taxonomy,1
Buteogallus anthracinus,Common black hawk,Common black hawk,comblh1,Accipitriformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Common_black-hawk_%28Buteogallus_anthracinus_gundlachii%29.JPG/220px-Common_black-hawk_%28Buteogallus_anthracinus_gundlachii%29.JPG,https://en.wikipedia.org/wiki/Common_black_hawk,1
Fringilla coelebs,Common chaffinch,Common chaffinch,comcha,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/chaffinch_male_slovakia_april_harvancik_8.jpg?itok=68lnyNSp,https://www.hbw.com/species/common-chaffinch-fringilla-coelebs#Taxonomy,1
Phylloscopus collybita,Common chiffchaff,Common chiffchaff,comchi1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/7243_gransanage_phylloscopus_collybita_falkenberg_halland_20091230_2_1200.jpg?itok=kaMRUI_6,https://www.hbw.com/species/common-chiffchaff-phylloscopus-collybita#Taxonomy,1
Grus grus,Common crane,Common crane,comcra,Gruiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Zeriav_popolavy_060.jpg?itok=Mq_Gn2Hx,https://www.hbw.com/species/common-crane-grus-grus#Taxonomy,1
Cuculus canorus,Common cuckoo,Common cuckoo,comcuc,Cuculiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/bf6e2152_eurasian_cuckoo.jpg?itok=jD5X7H9x,https://www.hbw.com/species/common-cuckoo-cuculus-canorus#Taxonomy,1
Somateria mollissima,Common Eider,Common eider,comeid,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521882.mp3,s3.amazonaws.com/com-aab-media/photo/75335031-1280px.jpg,https://www.allaboutbirds.org/guide/Common_Eider,1
Gallinula galeata,Common gallinule,Common gallinule,comgal1,Gruiformes,https://s3.amazonaws.com/com-aab-media/sound/522106.mp3,s3.amazonaws.com/com-aab-media/photo/75335151-1280px.jpg,https://www.allaboutbirds.org/guide/Common_gallinule,1
Bucephala clangula,Common Goldeneye,Common goldeneye,comgol,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521890.mp3,s3.amazonaws.com/com-aab-media/photo/75335191-1280px.jpg,https://www.allaboutbirds.org/guide/Common_Goldeneye,1
Quiscalus quiscula,Common grackle,Common grackle,comgra,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523137.mp3,s3.amazonaws.com/com-aab-media/photo/75335251-1280px.jpg,https://www.allaboutbirds.org/guide/Common_grackle,1
Tringa nebularia,Common greenshank,Common greenshank,comgre,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/common_greenshank_2015-04-10_laverton_creek_mouth.jpg?itok=SIiU8WYH,https://www.hbw.com/species/common-greenshank-tringa-nebularia#Taxonomy,1
Gracula religiosa,Common hill myna,Common hill myna,hilmyn,Passeriformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Gracula_religiosa_robusta-01.JPG/220px-Gracula_religiosa_robusta-01.JPG,https://en.wikipedia.org/wiki/Common_hill_myna,1
Gavia immer,Common loon,Common loon,comloo,Gaviiformes,https://s3.amazonaws.com/com-aab-media/sound/521953.mp3,s3.amazonaws.com/com-aab-media/photo/75335291-1280px.jpg,https://www.allaboutbirds.org/guide/Common_loon,1
Mergus merganser,Common Merganser,Common merganser,commer,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521898.mp3,s3.amazonaws.com/com-aab-media/photo/75335361-1280px.jpg,https://www.allaboutbirds.org/guide/Common_Merganser,1
Uria aalge,Common murre,Common murre,commur,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522228.mp3,s3.amazonaws.com/com-aab-media/photo/75238541-1280px.jpg,https://www.allaboutbirds.org/guide/Common_murre,1
Acridotheres tristis,Common myna,Common myna,commyn,Passeriformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Indian_Myna.JPG/220px-Indian_Myna.JPG,https://en.wikipedia.org/wiki/Common_myna,1
Chordeiles minor,Common nighthawk,Common nighthawk,comnig,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522388.mp3,s3.amazonaws.com/com-aab-media/photo/75335401-1280px.jpg,https://www.allaboutbirds.org/guide/Common_nighthawk,1
Aythya ferina,Common Pochard,Common pochard,compoc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/ar7q9489_0.jpg?itok=6ka589HC,https://www.hbw.com/species/common-pochard-aythya-ferina#Taxonomy,1
Phalaenoptilus nuttallii,Common poorwill,Common poorwill,compoo,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522391.mp3,s3.amazonaws.com/com-aab-media/photo/75214941-1280px.jpg,https://www.allaboutbirds.org/guide/Common_poorwill,1
Corvus corax,Common raven,Common raven,comrav,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522675.mp3,s3.amazonaws.com/com-aab-media/photo/75335511-1280px.jpg,https://www.allaboutbirds.org/guide/Common_raven,1
Acanthis flammea,Common redpoll,Common redpoll,comred,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523187.mp3,s3.amazonaws.com/com-aab-media/photo/75339731-1280px.jpg,https://www.allaboutbirds.org/guide/Common_redpoll,1
Tringa totanus,Common redshank,Common redshank,comred1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/c12123.jpg?itok=7gm2T1j_,https://www.hbw.com/species/common-redshank-tringa-totanus#Taxonomy,1
Phoenicurus phoenicurus,Common redstart,Common redstart,comred2,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/8369_common_redstart_rodstjart_phoenicurus_phoenicurus_risingehamn_oland_20161017_1_1000.jpg?itok=JsBd6F03,https://www.hbw.com/species/common-redstart-phoenicurus-phoenicurus#Taxonomy,1
Charadrius hiaticula,Common ringed plover,Common ringed plover,corplo,Charadriiformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Charadrius_hiaticula_tundrae_Varanger.jpg/220px-Charadrius_hiaticula_tundrae_Varanger.jpg,https://en.wikipedia.org/wiki/Common_ringed_plover,1
Carpodacus erythrinus,Common rosefinch,Common rosefinch,comros,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/karmingimpelklein4.jpg?itok=YZYDbhKZ,https://www.hbw.com/species/common-rosefinch-carpodacus-erythrinus#Taxonomy,1
Actitis hypoleucos,Common sandpiper,Common sandpiper,comsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/lake-chad-buffalo--common-sandpiper-.jpg?itok=nJIbIcax,https://www.hbw.com/species/common-sandpiper-actitis-hypoleucos#Taxonomy,1
Melanitta nigra,Common Scoter,Common scoter,blksco1,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_0923a.jpg?itok=hawXv54A,https://www.hbw.com/species/common-scoter-melanitta-nigra#Taxonomy,1
Gallinago gallinago,Common snipe,Common snipe,comsni,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/common_snipe_osudden_2003-08-31_1280.jpg?itok=pgOpekMu,https://www.hbw.com/species/common-snipe-gallinago-gallinago#Taxonomy,1
Apus apus,Common swift,Common swift,comswi,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/apus_apus__harvancik_002_d_0.jpg?itok=XtuQKJ0v,https://www.hbw.com/species/common-swift-apus-apus#Taxonomy,1
Sterna hirundo,Common tern,Common tern,comter,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522296.mp3,s3.amazonaws.com/com-aab-media/photo/75339831-1280px.jpg,https://www.allaboutbirds.org/guide/Common_tern,1
Estrilda astrild,Common waxbill,Common waxbill,comwax,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/9109_20160925_2_1000.jpg?itok=LhkhV8z-,https://www.hbw.com/species/common-waxbill-estrilda-astrild#Taxonomy,1
Geothlypis trichas,Common yellowthroat,Common yellowthroat,comyel,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/509109.mp3,s3.amazonaws.com/com-aab-media/photo/75339841-1280px.jpg,https://www.allaboutbirds.org/guide/Common_yellowthroat,1
Oporornis agilis,Connecticut warbler,Connecticut warbler,conwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522898.mp3,s3.amazonaws.com/com-aab-media/photo/75339871-1280px.jpg,https://www.allaboutbirds.org/guide/Connecticut_warbler,1
Pterodroma cookii,Cooks petrel,Cook's petrel,coopet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/E7D_0706A.jpg?itok=MNp7cGZM,https://www.hbw.com/species/cooks-petrel-pterodroma-cookii#Taxonomy,1
Accipiter cooperii,Coopers hawk,Cooper's hawk,coohaw,Accipitriformes,https://s3.amazonaws.com/com-aab-media/sound/522067.mp3,s3.amazonaws.com/com-aab-media/photo/75227931-1280px.jpg,https://www.allaboutbirds.org/guide/Coopers_hawk,1
Empidonax occidentalis,Cordilleran flycatcher,Cordilleran flycatcher,corfly,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522560.mp3,s3.amazonaws.com/com-aab-media/photo/75340001-1280px.jpg,https://www.allaboutbirds.org/guide/Cordilleran_flycatcher,1
Crex crex,Corn crake,Corn crake,corcra,Gruiformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Corncrake2.jpg/220px-Corncrake2.jpg,https://en.wikipedia.org/wiki/Corn_crake,1
Calonectris diomedea,Corys shearwater,Cory's shearwater,corshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_1171.jpg?itok=W1rDvNaJ,https://www.hbw.com/species/corys-shearwater-calonectris-borealis#Taxonomy,1
Calypte costae,Costas hummingbird,Costa's hummingbird,coshum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522411.mp3,s3.amazonaws.com/com-aab-media/photo/75340041-1280px.jpg,https://www.allaboutbirds.org/guide/Costas_hummingbird,1
Tyrannus couchii,Couchs kingbird,Couch's kingbird,coukin,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522586.mp3,s3.amazonaws.com/com-aab-media/photo/75340051-1280px.jpg,https://www.allaboutbirds.org/guide/Couchs_kingbird,1
Geranospiza caerulescens,Crane hawk,Crane hawk,crahaw,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/crane-hawk4.jpg?itok=s8QWLbPH,https://www.hbw.com/species/crane-hawk-geranospiza-caerulescens#Taxonomy,1
Synthliboramphus craveri,Craveris murrelet,Craveri's murrelet,cramur,Charadriiformes,no audio,no image,https://www.hbw.com/species/craveris-murrelet-synthliboramphus-craveri#Taxonomy,1
Oreothlypis superciliosa,Crescent-chested warbler,Crescent-chested warbler,crcwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_3687-001.JPG?itok=ojinN7Y7,https://www.hbw.com/species/crescent-chested-warbler-oreothlypis-superciliosa#Taxonomy,1
Aethia cristatella,Crested auklet,Crested auklet,creauk,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/1657_20160606_3_1000.jpg?itok=SqTHU8do,https://www.hbw.com/species/crested-auklet-aethia-cristatella#Taxonomy,1
Rhodothraupis celaeno,Crimson-collared grosbeak,Crimson-collared grosbeak,crcgro,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/CCGRa.jpg?itok=x3wfBkzI,https://www.hbw.com/species/crimson-collared-grosbeak-caryothraustes-celaeno#Taxonomy,1
Toxostoma crissale,Crissal thrasher,Crissal thrasher,crithr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522822.mp3,s3.amazonaws.com/com-aab-media/photo/75340321-1280px.jpg,https://www.allaboutbirds.org/guide/Crissal_thrasher,1
Empidonomus aurantioatrocristatus,Crowned slaty flycatcher,Crowned slaty flycatcher,croslf1,Passeriformes,no audio,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Griseotyrannus_aurantioatrocristatus_-_Crowned_slaty_flycatcher.JPG/220px-Griseotyrannus_aurantioatrocristatus_-_Crowned_slaty_flycatcher.JPG,https://en.wikipedia.org/wiki/Crowned_slaty_flycatcher,1
Progne cryptoleuca,Cuban martin,Cuban martin,cubmar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/cuban_martin4.jpg?itok=2B99emgY,https://www.hbw.com/species/cuban-martin-progne-cryptoleuca#Taxonomy,1
Contopus caribaeus,Cuban pewee,Cuban pewee,cubpew1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/cuban_pewee_pal_mp_cu.jpg?itok=9fhacS40,https://www.hbw.com/species/cuban-pewee-contopus-caribaeus#Taxonomy,1
Calidris ferruginea,Curlew sandpiper,Curlew sandpiper,cursan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/curlew_sandpiper_iran.jpg?itok=j-qd1ZHg,https://www.hbw.com/species/curlew-sandpiper-calidris-ferruginea#Taxonomy,1
Toxostoma curvirostre,Curve-billed thrasher,Curve-billed thrasher,cubthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522810.mp3,s3.amazonaws.com/com-aab-media/photo/75340341-1280px.jpg,https://www.allaboutbirds.org/guide/Curve-billed_thrasher,1
Junco hyemalis,Dark-eyed junco,Dark-eyed junco,daejun,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523081.mp3,s3.amazonaws.com/com-aab-media/photo/75340411-1280px.jpg,https://www.allaboutbirds.org/guide/Dark-eyed_junco,1
Muscicapa sibirica,Dark-sided flycatcher,Dark-sided flycatcher,dasfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/BF6E0832_Dark-sided_Flycatcher.jpg?itok=G3j3kQXH,https://www.hbw.com/species/dark-sided-flycatcher-muscicapa-sibirica#Taxonomy,1
Spiza americana,Dickcissel,Dickcissel,dickci,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523117.mp3,s3.amazonaws.com/com-aab-media/photo/75340431-1280px.jpg,https://www.allaboutbirds.org/guide/Dickcissel,1
Phalacrocorax auritus,Double-crested cormorant,Double-crested cormorant,doccor,Suliformes,https://s3.amazonaws.com/com-aab-media/sound/522016.mp3,s3.amazonaws.com/com-aab-media/photo/75340501-1280px.jpg,https://www.allaboutbirds.org/guide/Double-crested_cormorant,1
Burhinus bistriatus,Double-striped thick-knee,Double-striped thick-knee,dstkne,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/_s6a2033_w.jpg?itok=igNSgbE-,https://www.hbw.com/species/double-striped-thick-knee-burhinus-bistriatus#Taxonomy,1
Harpagus bidentatus,Double-toothed kite,Double-toothed kite,dotkit1,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/double-toothed-kite6.jpg?itok=enREiWXJ,https://www.hbw.com/species/double-toothed-kite-harpagus-bidentatus#Taxonomy,1
