,Scientific_Name,Common_Name,Species_Code,Order
11860,Zosterornis whiteheadi,Chestnut-faced Babbler,chfbab1,Passeriformes
11861,Zosterornis striatus,Luzon Striped-Babbler,lusbab1,Passeriformes
11862,Zosterornis latistriatus,Panay Striped-Babbler,pasbab2,Passeriformes
11863,Zosterornis nigrorum,Negros Striped-Babbler,nesbab1,Passeriformes
11864,Zosterornis hypogrammicus,Palawan Striped-Babbler,pasbab1,Passeriformes
11865,Lophozosterops javanicus,Javan Gray-throated White-eye,jgtwhe1,Passeriformes
11866,Lophozosterops squamiceps,Streak-headed White-eye,sthwhe1,Passeriformes
11867,Lophozosterops pinaiae,Gray-hooded White-eye,gyhwhe1,Passeriformes
11868,Lophozosterops goodfellowi,Mindanao White-eye,minwhe1,Passeriformes
11869,Lophozosterops superciliaris,White-browed White-eye,whbwhe1,Passeriformes
11870,Lophozosterops dohertyi,Dark-crowned White-eye,dacwhe1,Passeriformes
11871,Oculocincta squamifrons,Pygmy White-eye,pyweye1,Passeriformes
11872,Heleia crassirostris,Flores White-eye,flowhe1,Passeriformes
11873,Heleia muelleri,Timor White-eye,timwhe1,Passeriformes
11874,Chlorocharis emiliae,Mountain Black-eye,mouble1,Passeriformes
11875,Woodfordia superciliosa,Bare-eyed White-eye,beweye1,Passeriformes
11876,Woodfordia lacertosa,Sanford's White-eye,saweye2,Passeriformes
11877,Megazosterops palauensis,Giant White-eye,giweye1,Passeriformes
11878,Rukia ruki,Truk White-eye,trweye1,Passeriformes
11879,Rukia longirostra,Long-billed White-eye,lbweye2,Passeriformes
11880,Cleptornis marchei,Golden White-eye,goweye1,Passeriformes
11881,Apalopteron familiare,Bonin White-eye,bonhon1,Passeriformes
11882,Tephrozosterops stalkeri,Rufescent White-eye,rufwhe1,Passeriformes
11883,Sterrhoptilus dennistouni,Golden-crowned Babbler,gocbab1,Passeriformes
11884,Sterrhoptilus nigrocapitatus,Black-crowned Babbler,blcbab3,Passeriformes
11885,Sterrhoptilus capitalis,Rusty-crowned Babbler,rucbab3,Passeriformes
11886,Dasycrotapha speciosa,Flame-templed Babbler,fltbab1,Passeriformes
11887,Dasycrotapha pygmaea,Visayan Pygmy-Babbler,vispyb1,Passeriformes
11888,Dasycrotapha plateni,Mindanao Pygmy-Babbler,pygbab1,Passeriformes
11889,Zosterops semiflavus,Marianne White-eye,marwhe1,Passeriformes
11890,Zosterops mouroniensis,Comoro White-eye,coweye1,Passeriformes
11891,Zosterops olivaceus,Reunion White-eye,reuwhe1,Passeriformes
11892,Zosterops chloronothos,Mauritius White-eye,mauwhe1,Passeriformes
11893,Zosterops borbonicus,Reunion Gray White-eye,maswhe2,Passeriformes
11894,Zosterops mauritianus,Mauritius Gray White-eye,maswhe3,Passeriformes
11895,Zosterops senegalensis,African Yellow White-eye,ayweye1,Passeriformes
11896,Zosterops senegalensis stenocricotus,African Yellow White-eye (Forest),afywhe1,Passeriformes
11897,Zosterops senegalensis [senegalensis Group],African Yellow White-eye (African Yellow),afywhe2,Passeriformes
11898,Zosterops melanocephalus,Cameroon Speirops,camspe1,Passeriformes
11899,Zosterops brunneus,Bioko Speirops,fepspe1,Passeriformes
11900,Zosterops poliogastrus,Broad-ringed White-eye,brrwhe1,Passeriformes
11901,Zosterops poliogastrus [poliogastrus Group],Broad-ringed White-eye (Montane),brrwhe2,Passeriformes
11902,Zosterops poliogastrus kulalensis,Broad-ringed White-eye (Kulal),brrwhe5,Passeriformes
11903,Zosterops poliogastrus kikuyuensis,Broad-ringed White-eye (Kikuyu),brrwhe3,Passeriformes
11904,Zosterops poliogastrus silvanus,Broad-ringed White-eye (Taita),brrwhe4,Passeriformes
11905,Zosterops abyssinicus,White-breasted White-eye,wbweye1,Passeriformes
11906,Zosterops abyssinicus [abyssinicus Group],White-breasted White-eye (Abyssinian),whbwhe2,Passeriformes
11907,Zosterops abyssinicus flavilateralis/jubaensis,White-breasted White-eye (Kenya),whbwhe3,Passeriformes
11908,Zosterops capensis,Cape White-eye,capwhe2,Passeriformes
11909,Zosterops capensis [capensis Group],Cape White-eye (Cape),capwhe4,Passeriformes
11910,Zosterops capensis virens,Cape White-eye (Green),capwhe5,Passeriformes
11911,Zosterops pallidus,Orange River White-eye,capwhe6,Passeriformes
11912,Zosterops vaughani,Pemba White-eye,peweye1,Passeriformes
11913,Zosterops modestus,Seychelles White-eye,seywhe1,Passeriformes
11914,Zosterops comorensis,Moheli White-eye,mohwhe1,Passeriformes
11915,Zosterops maderaspatanus,Madagascar White-eye,madwhe1,Passeriformes
11916,Zosterops aldabrensis,Aldabra White-eye,aldwhe1,Passeriformes
11917,Zosterops anjuanensis,Anjouan White-eye,anjwhe1,Passeriformes
11918,Zosterops kirki,Kirk's White-eye,kirwhe1,Passeriformes
11919,Zosterops mayottensis,Mayotte White-eye,maywhe1,Passeriformes
11920,Zosterops lugubris,Black-capped Speirops,blcspe1,Passeriformes
11921,Zosterops leucophaeus,Principe Speirops,prispe1,Passeriformes
11922,Zosterops feae,Sao Tome White-eye,satwhe2,Passeriformes
11923,Zosterops griseovirescens,Annobon White-eye,anweye1,Passeriformes
11924,Zosterops ficedulinus,Principe White-eye,satwhe1,Passeriformes
11925,Zosterops ceylonensis,Sri Lanka White-eye,ceywhe1,Passeriformes
11926,Zosterops erythropleurus,Chestnut-flanked White-eye,cfweye1,Passeriformes
11927,Zosterops palpebrosus,Oriental White-eye,orweye1,Passeriformes
11928,Zosterops [undescribed form],Meratus White-eye (undescribed Meratus form),merwhe1,Passeriformes
11929,Zosterops japonicus,Japanese White-eye,jaweye,Passeriformes
11930,Zosterops japonicus [japonicus Group],Japanese White-eye (Japanese),japwhe1,Passeriformes
11931,Zosterops japonicus simplex/hainanus,Japanese White-eye (simplex/hainanus),japwhe2,Passeriformes
11932,Zosterops meyeni,Lowland White-eye,loweye2,Passeriformes
11933,Zosterops salvadorii,Enggano White-eye,enweye1,Passeriformes
11934,Zosterops conspicillatus,Bridled White-eye,brweye1,Passeriformes
11935,Zosterops conspicillatus conspicillatus,Bridled White-eye (Bridled),briwhe1,Passeriformes
11936,Zosterops conspicillatus saypani,Bridled White-eye (Saipan),briwhe2,Passeriformes
11937,Zosterops rotensis,Rota White-eye,rotwhe1,Passeriformes
11938,Zosterops semperi,Caroline Islands White-eye,ciweye1,Passeriformes
11939,Zosterops hypolais,Plain White-eye,plweye1,Passeriformes
11940,Zosterops atricapilla,Black-capped White-eye,bkcwhe1,Passeriformes
11941,Zosterops everetti,Everett's White-eye,evweye1,Passeriformes
11942,Zosterops nigrorum,Yellowish White-eye,yelwhe1,Passeriformes
11943,Zosterops montanus,Mountain White-eye,moweye2,Passeriformes
11944,Zosterops natalis,Christmas Island White-eye,ciweye2,Passeriformes
11945,Zosterops flavus,Javan White-eye,jaweye2,Passeriformes
11946,Zosterops chloris,Lemon-bellied White-eye,yebwhe1,Passeriformes
11947,Zosterops citrinella,Ashy-bellied White-eye,asbwhe1,Passeriformes
11948,Zosterops grayi,Great Kai White-eye,grkwhe1,Passeriformes
11949,Zosterops uropygialis,Little Kai White-eye,likwhe1,Passeriformes
11950,Zosterops consobrinorum,Sulawesi White-eye,sulwhe1,Passeriformes
11951,Zosterops [undescribed Wangi-Wangi form],Wangi-Wangi White-eye (undescribed form),wawwhe1,Passeriformes
11952,Zosterops anomalus,Black-ringed White-eye,bkrwhe1,Passeriformes
11953,Zosterops wallacei,Yellow-spectacled White-eye,ysweye1,Passeriformes
11954,Zosterops atrifrons,Black-crowned White-eye,bcweye2,Passeriformes
11955,Zosterops somadikartai,Togian White-eye,togwhe1,Passeriformes
11956,Zosterops nehrkorni,Sangihe White-eye,sanwhe1,Passeriformes
11957,Zosterops stalkeri,Seram White-eye,serwhe1,Passeriformes
11958,Zosterops atriceps,Cream-throated White-eye,crtwhe1,Passeriformes
11959,Zosterops atriceps dehaani,Cream-throated White-eye (Morotai),crtwhe2,Passeriformes
11960,Zosterops atriceps fuscifrons,Cream-throated White-eye (Helmahera),crtwhe3,Passeriformes
11961,Zosterops atriceps atriceps,Cream-throated White-eye (Bacan),crtwhe4,Passeriformes
11962,Zosterops [undescribed Obi form],Obi White-eye (undescribed form),obiwhe1,Passeriformes
11963,Zosterops minor,Black-fronted White-eye,bfweye1,Passeriformes
11964,Zosterops minor [chrysolaemus Group],Black-fronted White-eye (Black-fronted),bkfwhe1,Passeriformes
11965,Zosterops minor minor/rothschildi,Black-fronted White-eye (Green-fronted),bkfwhe2,Passeriformes
11966,Zosterops meeki,Tagula White-eye,wtweye1,Passeriformes
11967,Zosterops hypoxanthus,Black-headed White-eye,bhweye1,Passeriformes
11968,Zosterops mysorensis,Biak White-eye,biweye1,Passeriformes
11969,Zosterops fuscicapilla,Capped White-eye,capwhe3,Passeriformes
11970,Zosterops fuscicapilla fuscicapilla,Capped White-eye (Capped),capwhe7,Passeriformes
11971,Zosterops fuscicapilla crookshanki,Capped White-eye (Oya Tabu),capwhe8,Passeriformes
11972,Zosterops buruensis,Buru White-eye,burwhe1,Passeriformes
11973,Zosterops kuehni,Ambon White-eye,ambwhe1,Passeriformes
11974,Zosterops novaeguineae,New Guinea White-eye,ngweye1,Passeriformes
11975,Zosterops luteus,Australian Yellow White-eye,ayweye3,Passeriformes
11976,Zosterops griseotinctus,Louisiade White-eye,loweye1,Passeriformes
11977,Zosterops rennellianus,Rennell White-eye,reweye1,Passeriformes
11978,Zosterops vellalavella,Banded White-eye,baweye2,Passeriformes
11979,Zosterops splendidus,Ganongga White-eye,gaweye1,Passeriformes
11980,Zosterops luteirostris,Splendid White-eye,spweye2,Passeriformes
11981,Zosterops metcalfii,Yellow-throated White-eye,ytweye1,Passeriformes
11982,Zosterops kulambangrae,Solomons White-eye,soiwhe1,Passeriformes
11983,Zosterops kulambangrae kulambangrae,Solomons White-eye (Solomons),soiwhe2,Passeriformes
11984,Zosterops kulambangrae tetiparius/paradoxus,Solomons White-eye (Rendova),soiwhe3,Passeriformes
11985,Zosterops murphyi,Kolombangra White-eye,kulwhe1,Passeriformes
11986,Zosterops ugiensis,Gray-throated White-eye,gytwhe1,Passeriformes
11987,Zosterops ugiensis hamlini,Gray-throated White-eye (Bougainville),gytwhe2,Passeriformes
11988,Zosterops ugiensis ugiensis/oblitus,Gray-throated White-eye (Gray-throated),gytwhe3,Passeriformes
11989,Zosterops stresemanni,Malaita White-eye,maweye2,Passeriformes
11990,Zosterops sanctaecrucis,Santa Cruz White-eye,sacwhe1,Passeriformes
11991,Zosterops gibbsi,Vanikoro White-eye,vanwhe1,Passeriformes
11992,Zosterops inornatus,Large Lifou White-eye,llweye1,Passeriformes
11993,Zosterops xanthochroa,Green-backed White-eye,gnbwhe1,Passeriformes
11994,Zosterops minutus,Small Lifou White-eye,slweye1,Passeriformes
11995,Zosterops tephropleurus,Lord Howe White-eye,lohwhe1,Passeriformes
11996,Zosterops tenuirostris,Slender-billed White-eye,sbweye1,Passeriformes
11997,Zosterops strenuus,Robust White-eye,robwhe1,Passeriformes
11998,Zosterops albogularis,White-chested White-eye,wcweye1,Passeriformes
11999,Zosterops explorator,Layard's White-eye,laweye1,Passeriformes
12000,Zosterops lateralis,Silver-eye,silver3,Passeriformes
12001,Zosterops explorator/lateralis,Layard's White-eye/Silver-eye,y00817,Passeriformes
12002,Zosterops flavifrons,Yellow-fronted White-eye,yfweye1,Passeriformes
12003,Zosterops samoensis,Samoan White-eye,saweye1,Passeriformes
12004,Zosterops finschii,Dusky White-eye,duweye1,Passeriformes
12005,Zosterops ponapensis,Pohnpei White-eye,pohwhe1,Passeriformes
12006,Zosterops cinereus,Kosrae White-eye,koswhe1,Passeriformes
12007,Zosterops oleagineus,Yap White-eye,yapwhe1,Passeriformes
12008,Zosterops sp.,Zosterops sp.,zoster1,Passeriformes
12009,Zosteropidae sp.,white-eye sp.,white-1,Passeriformes
12010,Timalia pileata,Chestnut-capped Babbler,chcbab1,Passeriformes
12011,Mixornis gularis,Pin-striped Tit-Babbler,sttbab1,Passeriformes
12012,Mixornis gularis [gularis Group],Pin-striped Tit-Babbler (Pin-striped),pistib1,Passeriformes
12013,Mixornis gularis woodi,Pin-striped Tit-Babbler (Palawan),pistib2,Passeriformes
12014,Mixornis bornensis,Bold-striped Tit-Babbler,bostib1,Passeriformes
12015,Mixornis bornensis [bornensis Group],Bold-striped Tit-Babbler (Bold-striped),bostib2,Passeriformes
12016,Mixornis bornensis cagayanensis,Bold-striped Tit-Babbler (Mapun),bostib3,Passeriformes
12017,Mixornis flavicollis,Gray-cheeked Tit-Babbler,gyctib1,Passeriformes
12018,Mixornis flavicollis flavicollis,Gray-cheeked Tit-Babbler (Gray-cheeked),gyctib2,Passeriformes
12019,Mixornis flavicollis prillwitzi,Gray-cheeked Tit-Babbler (Kangean),gyctib3,Passeriformes
12020,Mixornis kelleyi,Gray-faced Tit-Babbler,gyftib1,Passeriformes
12021,Mixornis gularis/kelleyi,Pin-striped/Gray-faced Tit-Babbler,y01051,Passeriformes
12022,Dumetia hyperythra,Tawny-bellied Babbler,tabbab1,Passeriformes
12023,Rhopocichla atriceps,Dark-fronted Babbler,dafbab1,Passeriformes
12024,Rhopocichla atriceps atriceps,Dark-fronted Babbler (atriceps),dafbab2,Passeriformes
12025,Rhopocichla atriceps bourdilloni,Dark-fronted Babbler (bourdilloni),dafbab3,Passeriformes
12026,Rhopocichla atriceps siccata,Dark-fronted Babbler (siccata),dafbab4,Passeriformes
12027,Rhopocichla atriceps nigrifrons,Dark-fronted Babbler (nigrifrons),dafbab5,Passeriformes
12028,Macronus striaticeps,Brown Tit-Babbler,brtbab1,Passeriformes
12029,Macronus ptilosus,Fluffy-backed Tit-Babbler,fbtbab1,Passeriformes
12030,Cyanoderma chrysaeum,Golden Babbler,golbab1,Passeriformes
12031,Cyanoderma erythropterum,Chestnut-winged Babbler,chwbab1,Passeriformes
12032,Cyanoderma erythropterum [erythropterum Group],Chestnut-winged Babbler (Chestnut-winged),chwbab2,Passeriformes
12033,Cyanoderma erythropterum bicolor/rufum,Chestnut-winged Babbler (Gray-hooded),chwbab3,Passeriformes
12034,Cyanoderma melanothorax,Crescent-chested Babbler,crcbab1,Passeriformes
12035,Cyanoderma pyrrhops,Black-chinned Babbler,blcbab2,Passeriformes
12036,Cyanoderma ruficeps,Rufous-capped Babbler,rucbab1,Passeriformes
12037,Cyanoderma ambiguum,Buff-chested Babbler,bucbab1,Passeriformes
12038,Cyanoderma rufifrons,Rufous-fronted Babbler,rufbab2,Passeriformes
12039,Cyanoderma sp.,Cyanoderma sp.,cyanod1,Passeriformes
12040,Spelaeornis caudatus,Rufous-throated Wren-Babbler,rtwbab1,Passeriformes
12041,Spelaeornis badeigularis,Rusty-throated Wren-Babbler,miswrb1,Passeriformes
12042,Spelaeornis troglodytoides,Bar-winged Wren-Babbler,bwwbab1,Passeriformes
12043,Spelaeornis chocolatinus,Long-tailed Wren-Babbler,ltwbab1,Passeriformes
12044,Spelaeornis oatesi,Chin Hills Wren-Babbler,chhwrb1,Passeriformes
12045,Spelaeornis reptatus,Gray-bellied Wren-Babbler,gybwrb1,Passeriformes
12046,Spelaeornis kinneari,Pale-throated Wren-Babbler,patwrb1,Passeriformes
12047,Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,tbwbab1,Passeriformes
12048,Pomatorhinus ochraceiceps,Red-billed Scimitar-Babbler,rbsbab1,Passeriformes
12049,Pomatorhinus ferruginosus,Coral-billed Scimitar-Babbler,cbsbab2,Passeriformes
12050,Pomatorhinus ferruginosus ferruginosus,Coral-billed Scimitar-Babbler (Black-crowned),cobscb1,Passeriformes
12051,Pomatorhinus ferruginosus phayrei/stanfordi,Coral-billed Scimitar-Babbler (Phayre's),cobscb2,Passeriformes
12052,Pomatorhinus ferruginosus [albogularis Group],Coral-billed Scimitar-Babbler (albogularis Group),cobscb3,Passeriformes
12053,Pomatorhinus superciliaris,Slender-billed Scimitar-Babbler,sbsbab1,Passeriformes
12054,Pomatorhinus ruficollis,Streak-breasted Scimitar-Babbler,sbsbab3,Passeriformes
12055,Pomatorhinus musicus,Taiwan Scimitar-Babbler,taiscb1,Passeriformes
12056,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,insbab1,Passeriformes
12057,Pomatorhinus melanurus,Sri Lanka Scimitar-Babbler,srlscb1,Passeriformes
12058,Pomatorhinus schisticeps,White-browed Scimitar-Babbler,wbsbab1,Passeriformes
12059,Pomatorhinus montanus,Chestnut-backed Scimitar-Babbler,cbsbab1,Passeriformes
12060,Pomatorhinus sp.,Pomatorhinus sp.,pomato1,Passeriformes
12061,Megapomatorhinus hypoleucos,Large Scimitar-Babbler,lasbab1,Passeriformes
12062,Megapomatorhinus erythrocnemis,Black-necklaced Scimitar-Babbler,sbsbab2,Passeriformes
12063,Megapomatorhinus erythrogenys,Rusty-cheeked Scimitar-Babbler,rcsbab1,Passeriformes
12064,Megapomatorhinus mcclellandi,Spot-breasted Scimitar-Babbler,spbscb1,Passeriformes
12065,Megapomatorhinus gravivox,Black-streaked Scimitar-Babbler,bksscb1,Passeriformes
12066,Megapomatorhinus swinhoei,Gray-sided Scimitar-Babbler,gysscb1,Passeriformes
12067,Stachyris grammiceps,White-breasted Babbler,whbbab2,Passeriformes
12068,Stachyris nigricollis,Black-throated Babbler,bltbab1,Passeriformes
12069,Stachyris maculata,Chestnut-rumped Babbler,chrbab1,Passeriformes
12070,Stachyris nigriceps,Gray-throated Babbler,gytbab1,Passeriformes
12071,Stachyris poliocephala,Gray-headed Babbler,gyhbab1,Passeriformes
12072,Stachyris leucotis,White-necked Babbler,whnbab1,Passeriformes
12073,Stachyris thoracica,White-bibbed Babbler,whbbab1,Passeriformes
12074,Stachyris oglei,Snowy-throated Babbler,sntbab1,Passeriformes
12075,Stachyris strialata,Spot-necked Babbler,spnbab1,Passeriformes
12076,Stachyris herberti,Sooty Babbler,soobab1,Passeriformes
12077,Stachyris nonggangensis,Nonggang Babbler,nonbab1,Passeriformes
12078,Stachyris humei,Blackish-breasted Babbler,wbwbab1,Passeriformes
12079,Stachyris roberti,Chevron-breasted Babbler,chbbab1,Passeriformes
12080,Stachyris sp.,Stachyris sp.,stachy1,Passeriformes
12081,Timaliidae sp.,babbler sp.,babble1,Passeriformes
12082,Malacopteron palawanense,Palawan Babbler,palbab1,Passeriformes
12083,Malacopteron magnirostre,Moustached Babbler,moubab1,Passeriformes
12084,Malacopteron affine,Sooty-capped Babbler,socbab1,Passeriformes
12085,Malacopteron cinereum,Scaly-crowned Babbler,sccbab1,Passeriformes
12086,Malacopteron magnum,Rufous-crowned Babbler,rucbab2,Passeriformes
12087,Malacopteron albogulare,Gray-breasted Babbler,gybbab1,Passeriformes
12088,Malacopteron sp.,Malacopteron sp.,malaco1,Passeriformes
12089,Gampsorhynchus rufulus,White-hooded Babbler,whhbab2,Passeriformes
12090,Gampsorhynchus torquatus,Collared Babbler,colbab1,Passeriformes
12091,Schoeniparus cinereus,Yellow-throated Fulvetta,yetful1,Passeriformes
12092,Schoeniparus castaneceps,Rufous-winged Fulvetta,ruwful1,Passeriformes
12093,Schoeniparus klossi,Black-crowned Fulvetta,bkcful1,Passeriformes
12094,Schoeniparus rufogularis,Rufous-throated Fulvetta,rutful1,Passeriformes
12095,Schoeniparus brunneus,Dusky Fulvetta,dusful1,Passeriformes
12096,Schoeniparus dubius,Rusty-capped Fulvetta,rucful1,Passeriformes
12097,Schoeniparus sp.,Schoeniparus sp.,fulvet1,Passeriformes
12098,Illadopsis fulvescens,Brown Illadopsis,broill1,Passeriformes
12099,Illadopsis fulvescens moloneyana/iboensis,Brown Illadopsis (Moloney's),brnill1,Passeriformes
12100,Illadopsis fulvescens [fulvescens Group],Brown Illadopsis (Brown),brnill2,Passeriformes
12101,Illadopsis rufipennis,Pale-breasted Illadopsis,pabill1,Passeriformes
12102,Illadopsis rufipennis rufipennis/extrema,Pale-breasted Illadopsis (Pale-breasted),pabill2,Passeriformes
12103,Illadopsis rufipennis distans/pugensis,Pale-breasted Illadopsis (Gray-breasted),pabill3,Passeriformes
12104,Illadopsis pyrrhoptera,Mountain Illadopsis,mouill1,Passeriformes
12105,Illadopsis cleaveri,Blackcap Illadopsis,blaill1,Passeriformes
12106,Illadopsis cleaveri cleaveri/johnsoni,Blackcap Illadopsis (Western),blaill2,Passeriformes
12107,Illadopsis cleaveri batesi/marchanti,Blackcap Illadopsis (Eastern),blaill3,Passeriformes
12108,Illadopsis cleaveri poensis,Blackcap Illadopsis (Bioko),blaill4,Passeriformes
12109,Illadopsis albipectus,Scaly-breasted Illadopsis,scbill1,Passeriformes
12110,Illadopsis rufescens,Rufous-winged Illadopsis,ruwill1,Passeriformes
12111,Illadopsis puveli,Puvel's Illadopsis,puvill1,Passeriformes
12112,Illadopsis turdina,Thrush Babbler,thrbab1,Passeriformes
12113,Illadopsis turdina harterti,Thrush Babbler (Rufous-tailed),thrbab2,Passeriformes
